MJD,V-mag,SE,air.mass
58039.13589,12.0832,0.0025,1.062
58039.13640,12.0679,0.0024,1.063
58039.13690,12.0842,0.0022,1.064
58039.13741,12.0675,0.0020,1.065
58039.13791,12.0765,0.0019,1.065
58039.13841,12.0822,0.0018,1.066
58039.13892,12.0789,0.0017,1.067
58039.13943,12.0768,0.0016,1.068
58039.13994,12.0749,0.0015,1.068
58039.14044,12.0766,0.0014,1.069
58039.14095,12.0753,0.0014,1.070
58039.14147,12.0801,0.0013,1.071
58039.14193,12.0732,0.0013,1.072
58039.14244,12.0774,0.0013,1.072
58039.14295,12.0802,0.0013,1.073
58039.14345,12.0773,0.0014,1.074
58039.14396,12.0786,0.0015,1.075
58039.14447,12.0813,0.0015,1.076
58039.14498,12.0771,0.0016,1.077
58039.14547,12.0720,0.0016,1.077
58039.14598,12.0736,0.0016,1.078
58039.14649,12.0774,0.0016,1.079
58039.14700,12.0820,0.0016,1.080
58039.14751,12.0702,0.0016,1.081
58039.14801,12.0879,0.0016,1.082
58039.14852,12.0688,0.0015,1.083
58039.14903,12.0895,0.0015,1.084
58039.14953,12.0839,0.0015,1.085
58039.15003,12.0826,0.0015,1.085
58039.15054,12.0709,0.0014,1.086
58039.15105,12.0826,0.0014,1.087
58039.15155,12.0795,0.0014,1.088
58039.15206,12.0671,0.0014,1.089
58039.15257,12.0790,0.0014,1.090
58039.15308,12.0812,0.0014,1.091
58039.15359,12.0734,0.0016,1.092
58039.15410,12.0794,0.0017,1.093
58039.15459,12.0782,0.0018,1.094
58039.15510,12.0722,0.0020,1.095
58039.15561,12.0719,0.0021,1.096
58039.15612,12.0852,0.0022,1.097
58039.15663,12.0754,0.0024,1.098
58039.15713,12.0762,0.0025,1.099
58039.15764,12.0742,0.0025,1.100
58039.15815,12.0822,0.0024,1.102
58039.15866,12.0738,0.0024,1.103
58039.15916,12.0610,0.0023,1.104
58039.15966,12.0699,0.0022,1.105
58039.16016,12.0822,0.0020,1.106
58039.16067,12.0702,0.0019,1.107
58039.16119,12.0664,0.0017,1.108
58039.16170,12.0775,0.0015,1.109
58039.16221,12.0818,0.0014,1.110
58039.16271,12.0763,0.0014,1.112
58039.16322,12.0761,0.0014,1.113
58039.16373,12.0737,0.0014,1.114
58039.16424,12.0898,0.0014,1.115
58039.16475,12.0687,0.0015,1.116
58039.16525,12.0726,0.0015,1.117
58039.16575,12.0791,0.0015,1.119
58039.16626,12.0745,0.0016,1.120
58039.16677,12.0928,0.0016,1.121
58039.16728,12.0847,0.0016,1.122
58039.16779,12.0680,0.0016,1.124
58039.16829,12.0708,0.0016,1.125
58039.16878,12.0884,0.0016,1.126
58039.16926,12.0695,0.0016,1.127
58039.16977,12.0880,0.0016,1.129
58039.17027,12.0834,0.0017,1.130
58039.17078,12.0801,0.0017,1.131
58039.17127,12.0786,0.0017,1.132
58039.17178,12.0721,0.0018,1.134
58039.17229,12.0720,0.0018,1.135
58039.17280,12.0771,0.0019,1.136
58039.17330,12.0751,0.0019,1.138
58039.17381,12.0851,0.0020,1.139
58039.17432,12.0861,0.0020,1.140
58039.17483,12.0801,0.0020,1.142
58039.17534,12.0775,0.0019,1.143
58039.17583,12.0693,0.0019,1.145
58039.17633,12.0830,0.0019,1.146
58039.17681,12.0769,0.0018,1.147
58039.17730,12.0750,0.0017,1.149
58039.17781,12.0835,0.0016,1.150
58039.17832,12.0821,0.0016,1.152
58039.17882,12.0786,0.0016,1.153
58039.17932,12.0835,0.0015,1.154
58039.17983,12.0790,0.0015,1.156
58039.18034,12.0775,0.0015,1.157
58039.18084,12.0829,0.0015,1.159
58039.18134,12.0728,0.0015,1.160
58039.18185,12.0749,0.0015,1.162
58039.18236,12.0729,0.0014,1.164
58039.18287,12.0769,0.0014,1.165
58039.18338,12.0857,0.0014,1.167
58039.18388,12.0832,0.0011,1.168
58039.18439,12.0846,0.0011,1.170
58039.18539,12.0800,0.0010,1.173
58039.18590,12.0839,0.0010,1.175
58039.18640,12.0831,0.0013,1.176
58039.18770,12.0725,0.0014,1.180
58039.18819,12.0877,0.0014,1.182
58039.18869,12.0749,0.0015,1.184
58039.18919,12.0834,0.0016,1.185
58039.18970,12.0871,0.0016,1.187
58039.19021,12.0785,0.0017,1.189
58039.19071,12.0845,0.0018,1.190
58039.19120,12.0864,0.0019,1.192
58039.19171,12.0844,0.0020,1.194
58039.19222,12.0808,0.0021,1.196
58039.19273,12.0742,0.0022,1.197
58039.19323,12.0859,0.0023,1.199
58039.19374,12.0805,0.0023,1.201
58039.19424,12.0762,0.0024,1.203
58039.19475,12.0793,0.0024,1.205
58039.19524,12.0778,0.0024,1.206
58039.19574,12.0918,0.0024,1.208
58039.19625,12.0820,0.0023,1.210
58039.19676,12.0773,0.0022,1.212
58039.19727,12.0812,0.0021,1.214
58039.19778,12.0844,0.0020,1.216
58039.19829,12.0853,0.0018,1.218
58039.19878,12.0956,0.0017,1.219
58039.19929,12.0722,0.0016,1.221
58039.19980,12.0852,0.0016,1.223
58039.20030,12.0786,0.0015,1.225
58039.20081,12.0767,0.0015,1.227
58039.20131,12.0851,0.0014,1.229
58039.20182,12.0774,0.0014,1.231
58039.20231,12.0858,0.0014,1.233
58039.20282,12.0784,0.0014,1.235
58039.20332,12.0817,0.0015,1.237
58039.20383,12.0808,0.0016,1.239
58039.20434,12.0831,0.0017,1.241
58039.20484,12.0875,0.0018,1.243
58039.20535,12.0854,0.0019,1.245
58039.20586,12.0892,0.0020,1.248
58039.20635,12.0829,0.0021,1.250
58039.20686,12.0794,0.0022,1.252
58039.20737,12.0785,0.0022,1.254
58039.20787,12.0860,0.0023,1.256
58039.20838,12.0810,0.0023,1.258
58039.20888,12.0764,0.0023,1.260
58039.20939,12.0832,0.0023,1.263
58039.20990,12.0736,0.0023,1.265
58039.21041,12.0946,0.0023,1.267
58039.21090,12.0838,0.0022,1.269
58039.21142,12.0773,0.0021,1.272
58039.21193,12.0789,0.0020,1.274
58039.21243,12.0853,0.0020,1.276
58039.21293,12.0841,0.0020,1.278
58039.21344,12.0904,0.0020,1.281
58039.21395,12.0787,0.0020,1.283
58039.21446,12.0751,0.0021,1.286
58039.21497,12.0801,0.0021,1.288
58039.21546,12.0735,0.0022,1.290
58039.21596,12.0729,0.0023,1.293
58039.21647,12.0838,0.0023,1.295
58039.21697,12.0916,0.0024,1.297
58039.21748,12.0731,0.0024,1.300
58039.21797,12.0770,0.0023,1.302
58039.24757,12.0906,0.0023,1.479
58039.24808,12.0869,0.0022,1.483
58039.24858,12.0824,0.0021,1.486
58039.24909,12.0883,0.0019,1.490
58039.24958,12.0798,0.0018,1.494
58039.25009,12.0815,0.0017,1.497
58039.25060,12.0820,0.0017,1.501
58039.25110,12.0665,0.0016,1.505
58039.25161,12.0940,0.0015,1.509
58039.25212,12.0765,0.0015,1.513
58039.25263,12.0983,0.0014,1.517
58039.25314,12.0759,0.0014,1.521
58039.25365,12.0687,0.0015,1.525
58039.25414,12.0885,0.0015,1.528
58039.25465,12.0864,0.0017,1.533
58039.25516,12.0708,0.0018,1.537
58039.25567,12.0848,0.0020,1.541
58039.25618,12.0768,0.0022,1.545
58039.25668,12.0940,0.0024,1.549
58039.25719,12.0932,0.0026,1.553
58039.25769,12.0822,0.0028,1.557
58039.25821,12.0672,0.0030,1.561
58039.25870,12.0945,0.0032,1.566
58039.25921,12.0782,0.0035,1.570
58039.25971,12.0817,0.0037,1.574
58039.26022,12.0819,0.0038,1.579
58039.26073,12.0849,0.0038,1.583
58039.26124,12.0823,0.0038,1.587
58039.26175,12.0786,0.0037,1.592
58039.26225,12.0955,0.0035,1.596
58039.26275,12.0897,0.0053,1.601
58040.08308,12.0779,0.0011,1.026
58040.08356,12.0817,0.0011,1.026
58040.08404,12.0854,0.0011,1.026
58040.08453,12.0818,0.0008,1.027
58040.08501,12.0764,0.0009,1.027
58040.08549,12.0803,0.0010,1.027
58040.08597,12.0789,0.0010,1.027
58040.08646,12.0784,0.0010,1.027
58040.08693,12.0737,0.0011,1.027
58040.08742,12.0781,0.0011,1.027
58040.08791,12.0814,0.0011,1.027
58040.08839,12.0784,0.0011,1.027
58040.08888,12.0816,0.0012,1.027
58040.08936,12.0802,0.0012,1.027
58040.08984,12.0838,0.0012,1.027
58040.09032,12.0879,0.0012,1.028
58040.09081,12.0843,0.0013,1.028
58040.09128,12.0815,0.0013,1.028
58040.09176,12.0769,0.0013,1.028
58040.09223,12.0802,0.0013,1.028
58040.09272,12.0835,0.0013,1.028
58040.09319,12.0811,0.0012,1.028
58040.09368,12.0805,0.0012,1.029
58040.09416,12.0814,0.0012,1.029
58040.09510,12.0775,0.0012,1.029
58040.09559,12.0767,0.0012,1.029
58040.09606,12.0796,0.0012,1.029
58040.09655,12.0768,0.0012,1.030
58040.09703,12.0793,0.0012,1.030
58040.09751,12.0813,0.0013,1.030
58040.09799,12.0765,0.0013,1.030
58040.09847,12.0807,0.0014,1.030
58040.09895,12.0745,0.0014,1.031
58040.09941,12.0713,0.0015,1.031
58040.09988,12.0852,0.0015,1.031
58040.10036,12.0810,0.0016,1.031
58040.10083,12.0896,0.0017,1.032
58040.10132,12.0824,0.0018,1.032
58040.10181,12.0800,0.0020,1.032
58040.10229,12.0824,0.0022,1.032
58040.18814,12.0797,0.0024,1.191
58040.18862,12.0732,0.0026,1.193
58040.18911,12.0784,0.0029,1.194
58040.18959,12.0944,0.0032,1.196
58040.19008,12.0892,0.0035,1.198
58040.19057,12.0858,0.0037,1.199
58040.19104,12.0931,0.0040,1.201
58040.19153,12.0805,0.0043,1.203
58040.19201,12.0830,0.0046,1.205
58040.19249,12.0896,0.0047,1.206
58040.19297,12.0941,0.0048,1.208
58040.19346,12.0884,0.0049,1.210
58040.19395,12.0826,0.0049,1.212
58040.19443,12.0882,0.0039,1.213
58040.19492,12.0739,0.0038,1.215
58040.20501,12.0822,0.0027,1.256
58040.20598,12.0884,0.0032,1.260
58040.20646,12.0780,0.0029,1.262
58040.20694,12.0707,0.0029,1.264
58040.20742,12.0718,0.0027,1.266
58040.20838,12.0830,0.0023,1.270
58040.20838,12.0820,0.0014,1.270
58040.20887,12.0866,0.0021,1.272
58040.20887,12.0864,0.0014,1.272
58040.20935,12.0742,0.0026,1.275
58040.20935,12.0737,0.0014,1.275
58040.20984,12.0816,0.0025,1.277
58040.20984,12.0808,0.0015,1.277
58040.21032,12.0925,0.0024,1.279
58040.21081,12.0819,0.0023,1.281
58040.21081,12.0818,0.0016,1.281
58040.21130,12.0764,0.0022,1.284
58040.21130,12.0764,0.0016,1.284
58040.21177,12.0914,0.0022,1.286
58040.21177,12.0907,0.0017,1.286
58040.21226,12.0794,0.0021,1.288
58040.21226,12.0792,0.0018,1.288
58040.21273,12.0832,0.0020,1.290
58040.21273,12.0838,0.0018,1.290
58040.21322,12.0792,0.0020,1.293
58040.21322,12.0798,0.0018,1.293
58040.21370,12.0819,0.0019,1.295
58040.21370,12.0817,0.0018,1.295
58040.21418,12.0840,0.0018,1.297
58040.21418,12.0847,0.0018,1.297
58040.21466,12.0727,0.0017,1.299
58040.21466,12.0726,0.0017,1.299
58040.21515,12.0744,0.0016,1.302
58040.21515,12.0752,0.0016,1.302
58040.21563,12.0839,0.0015,1.304
58040.21563,12.0834,0.0016,1.304
58040.21610,12.0733,0.0014,1.306
58040.21610,12.0728,0.0015,1.306
58040.21659,12.0802,0.0013,1.309
58040.21659,12.0797,0.0014,1.309
58040.21707,12.0782,0.0013,1.311
58040.21707,12.0782,0.0015,1.311
58040.21756,12.0733,0.0013,1.314
58040.21756,12.0731,0.0016,1.314
58040.21803,12.0778,0.0013,1.316
58040.21803,12.0777,0.0017,1.316
58040.21852,12.0806,0.0013,1.319
58040.21852,12.0812,0.0014,1.319
58040.21900,12.0781,0.0014,1.321
58040.21900,12.0772,0.0011,1.321
58040.21949,12.0833,0.0014,1.324
58040.25532,12.0802,0.0012,1.560
58040.25628,12.0783,0.0016,1.568
58040.25676,12.0833,0.0020,1.572
58040.25723,12.0768,0.0019,1.576
58040.25772,12.0808,0.0019,1.580
58040.25821,12.0818,0.0019,1.585
58040.25868,12.0848,0.0019,1.589
58040.25917,12.0800,0.0015,1.593
58040.25965,12.0849,0.0015,1.597
58040.26061,12.0827,0.0015,1.606
58040.26110,12.0827,0.0016,1.610
58040.26159,12.0819,0.0021,1.615
58040.26206,12.0748,0.0017,1.619
58040.26255,12.0814,0.0018,1.623
58040.26352,12.0853,0.0021,1.633
58040.26400,12.0839,0.0023,1.637
58040.26448,12.0814,0.0023,1.642
58040.26497,12.0833,0.0018,1.646
58040.26690,12.0812,0.0020,1.665
58040.26738,12.0900,0.0027,1.670
58040.26786,12.0741,0.0034,1.674
58040.26834,12.0893,0.0034,1.679
58040.26883,12.0772,0.0033,1.684
58040.26932,12.0828,0.0032,1.689
58040.26979,12.0801,0.0031,1.694
58040.27028,12.0751,0.0029,1.699
58040.27076,12.0740,0.0027,1.704
58040.27124,12.0840,0.0025,1.709
58040.27172,12.0833,0.0023,1.714
58040.27220,12.0717,0.0021,1.719
58040.27269,12.0794,0.0019,1.724
58040.27317,12.0786,0.0018,1.729
58040.27365,12.0882,0.0017,1.734
58040.27413,12.0778,0.0017,1.740
58040.27462,12.0845,0.0017,1.745
58040.27510,12.0822,0.0018,1.750
58040.27558,12.0886,0.0019,1.756
58040.27606,12.0908,0.0020,1.761
58040.27655,12.0890,0.0022,1.767
58040.27704,12.0802,0.0023,1.772
58040.27752,12.0758,0.0023,1.778
58040.27800,12.0902,0.0024,1.783
58040.27848,12.0777,0.0025,1.789
58040.27897,12.0836,0.0025,1.794
58040.27946,12.0878,0.0025,1.800
58040.27994,12.0850,0.0025,1.806
58040.28042,12.0909,0.0025,1.812
58040.28090,12.0901,0.0025,1.817
58040.28139,12.0771,0.0025,1.823
58040.28186,12.0859,0.0024,1.829
58040.28235,12.0876,0.0024,1.835
58040.28285,12.0927,0.0023,1.841
58040.28332,12.0812,0.0023,1.847
58040.28381,12.0905,0.0022,1.853
58040.28428,12.0899,0.0021,1.859
58040.28477,12.0753,0.0019,1.865
58040.28525,12.0869,0.0019,1.872
58040.28573,12.0813,0.0018,1.878
58040.28622,12.0843,0.0018,1.884
58040.28670,12.0861,0.0018,1.891
58040.28718,12.0876,0.0018,1.897
58040.28766,12.0909,0.0018,1.903
58040.28815,12.0854,0.0018,1.910
58040.28861,12.0817,0.0018,1.916
58040.28910,12.0945,0.0019,1.923
58040.28958,12.0808,0.0019,1.930
58040.29006,12.0917,0.0019,1.936
58040.29054,12.0890,0.0018,1.943
58040.29103,12.0882,0.0018,1.950
58040.29152,12.0941,0.0018,1.957
58040.29199,12.0788,0.0018,1.964
58040.29248,12.0884,0.0019,1.971
58040.29296,12.0893,0.0020,1.978
58040.29345,12.0945,0.0021,1.985
58040.29394,12.0847,0.0017,1.992
58040.29442,12.0790,0.0018,1.999
58040.29539,12.0828,0.0020,2.014
58040.29637,12.0859,0.0021,2.029
58040.29685,12.0919,0.0026,2.036
58040.29734,12.0880,0.0027,2.044
58040.29781,12.0809,0.0028,2.051
58040.29830,12.0845,0.0028,2.059
58040.29878,12.0892,0.0029,2.067
58040.29926,12.0823,0.0029,2.074
58040.29975,12.0885,0.0029,2.082
58040.30022,12.0841,0.0029,2.090
58040.30071,12.0800,0.0028,2.098
58040.30118,12.0848,0.0027,2.106
58040.30167,12.0736,0.0026,2.114
58040.30215,12.0788,0.0024,2.123
58041.06285,12.0796,0.0013,1.029
58041.06331,12.0690,0.0013,1.029
58041.06380,12.0778,0.0014,1.029
58041.06428,12.0821,0.0013,1.029
58041.06476,12.0736,0.0014,1.028
58041.06524,12.0888,0.0015,1.028
58041.06573,12.0741,0.0015,1.028
58041.06620,12.0819,0.0015,1.028
58041.06669,12.0790,0.0015,1.028
58041.06716,12.0774,0.0015,1.028
58041.06765,12.0743,0.0014,1.028
58041.06813,12.0725,0.0013,1.028
58041.06861,12.0859,0.0011,1.027
58041.06909,12.0782,0.0010,1.027
58041.06957,12.0788,0.0009,1.027
58041.07006,12.0788,0.0008,1.027
58041.07054,12.0781,0.0008,1.027
58041.07102,12.0782,0.0007,1.027
58041.07150,12.0804,0.0007,1.027
58041.07199,12.0793,0.0008,1.027
58041.07249,12.0807,0.0008,1.027
58041.07296,12.0753,0.0009,1.027
58041.07345,12.0755,0.0010,1.027
58041.07394,12.0813,0.0012,1.027
58041.07441,12.0776,0.0013,1.026
58041.07490,12.0806,0.0014,1.026
58041.07539,12.0781,0.0015,1.026
58041.07587,12.0833,0.0016,1.026
58041.07635,12.0796,0.0017,1.026
58041.07684,12.0778,0.0017,1.026
58041.07731,12.0779,0.0018,1.026
58041.07780,12.0891,0.0018,1.026
58041.07829,12.0890,0.0018,1.026
58041.07877,12.0743,0.0018,1.026
58041.07926,12.0759,0.0018,1.026
58041.07973,12.0776,0.0018,1.026
58041.08023,12.0766,0.0017,1.026
58041.08071,12.0750,0.0017,1.026
58041.08119,12.0778,0.0016,1.026
58041.08168,12.0775,0.0015,1.027
58041.08215,12.0781,0.0014,1.027
58041.08264,12.0752,0.0013,1.027
58041.08312,12.0808,0.0013,1.027
58041.08361,12.0755,0.0012,1.027
58041.08410,12.0780,0.0012,1.027
58041.08458,12.0772,0.0012,1.027
58041.08506,12.0769,0.0012,1.027
58041.08554,12.0734,0.0012,1.027
58041.08603,12.0712,0.0013,1.027
58041.08652,12.0735,0.0013,1.027
58041.08699,12.0827,0.0013,1.027
58041.08748,12.0784,0.0013,1.028
58041.08796,12.0760,0.0013,1.028
58041.08845,12.0768,0.0013,1.028
58041.08894,12.0778,0.0013,1.028
58041.08942,12.0775,0.0013,1.028
58041.08990,12.0746,0.0013,1.028
58041.09038,12.0795,0.0013,1.028
58041.09087,12.0766,0.0013,1.029
58041.09134,12.0724,0.0013,1.029
58041.09184,12.0739,0.0014,1.029
58041.09231,12.0765,0.0014,1.029
58041.09280,12.0770,0.0014,1.029
58041.09329,12.0789,0.0014,1.029
58041.09376,12.0757,0.0015,1.030
58041.09425,12.0731,0.0015,1.030
58041.09473,12.0833,0.0014,1.030
58041.09522,12.0801,0.0012,1.030
58041.09569,12.0771,0.0011,1.030
58041.09667,12.0805,0.0010,1.031
58041.09714,12.0869,0.0010,1.031
58041.09763,12.0870,0.0012,1.031
58041.09811,12.0795,0.0012,1.032
58041.09860,12.0813,0.0011,1.032
58041.09909,12.0828,0.0012,1.032
58041.09956,12.0818,0.0012,1.032
58041.10005,12.0835,0.0011,1.033
58041.10052,12.0830,0.0011,1.033
58041.10101,12.0837,0.0011,1.033
58041.10149,12.0803,0.0011,1.034
58041.10197,12.0867,0.0011,1.034
58041.10247,12.0899,0.0011,1.034
58041.10295,12.0885,0.0011,1.034
58041.10343,12.0813,0.0011,1.035
58041.10391,12.0829,0.0010,1.035
58041.10440,12.0799,0.0010,1.035
58041.10487,12.0793,0.0010,1.036
58041.10536,12.0857,0.0011,1.036
58041.10584,12.0827,0.0011,1.036
58041.10633,12.0902,0.0012,1.037
58041.10682,12.0843,0.0013,1.037
58041.10729,12.0786,0.0014,1.037
58041.10778,12.0827,0.0015,1.038
58041.10826,12.0868,0.0016,1.038
58041.10875,12.0894,0.0017,1.039
58041.10924,12.0798,0.0017,1.039
58041.10971,12.0852,0.0017,1.039
58041.11020,12.0919,0.0018,1.040
58041.11067,12.0738,0.0018,1.040
58041.11117,12.0799,0.0018,1.041
58041.11166,12.0737,0.0017,1.041
58041.11213,12.0809,0.0017,1.041
58041.11262,12.0789,0.0016,1.042
58041.11309,12.0780,0.0016,1.042
58041.11358,12.0808,0.0015,1.043
58041.11406,12.0806,0.0014,1.043
58041.11454,12.0775,0.0013,1.044
58041.11502,12.0811,0.0012,1.044
58041.11550,12.0767,0.0011,1.045
58041.11598,12.0829,0.0011,1.045
58041.11647,12.0745,0.0011,1.046
58041.11696,12.0769,0.0011,1.046
58041.11743,12.0842,0.0011,1.047
58041.11792,12.0773,0.0012,1.047
58041.11840,12.0742,0.0012,1.048
58041.11889,12.0836,0.0012,1.048
58041.11937,12.0790,0.0013,1.049
58041.11985,12.0868,0.0013,1.049
58041.12032,12.0778,0.0013,1.050
58041.12080,12.0753,0.0013,1.050
58041.12128,12.0845,0.0013,1.051
58041.12177,12.0822,0.0013,1.051
58041.12225,12.0791,0.0012,1.052
58041.12272,12.0822,0.0012,1.052
58041.12321,12.0728,0.0012,1.053
58041.12368,12.0840,0.0012,1.054
58041.12417,12.0758,0.0011,1.054
58041.12465,12.0778,0.0011,1.055
58041.12514,12.0803,0.0011,1.055
58041.12561,12.0765,0.0011,1.056
58041.12609,12.0832,0.0011,1.057
58041.12657,12.0783,0.0011,1.057
58041.12706,12.0758,0.0011,1.058
58041.12755,12.0814,0.0011,1.059
58041.12803,12.0789,0.0011,1.059
58041.12852,12.0789,0.0010,1.060
58041.12900,12.0856,0.0010,1.061
58041.12948,12.0722,0.0010,1.061
58041.12997,12.0777,0.0010,1.062
58041.13045,12.0866,0.0010,1.063
58041.13094,12.0821,0.0010,1.063
58041.13141,12.0810,0.0011,1.064
58041.13189,12.0788,0.0011,1.065
58041.13237,12.0779,0.0011,1.065
58041.13286,12.0729,0.0011,1.066
58041.13334,12.0799,0.0011,1.067
58041.13383,12.0812,0.0012,1.067
58041.13432,12.0809,0.0012,1.068
58041.13480,12.0755,0.0013,1.069
58041.13529,12.0844,0.0014,1.070
58041.13578,12.0738,0.0014,1.070
58041.13625,12.0792,0.0014,1.071
58041.13674,12.0836,0.0015,1.072
58041.13722,12.0813,0.0015,1.073
58041.13770,12.0835,0.0015,1.074
58041.13818,12.0833,0.0015,1.074
58041.13867,12.0844,0.0014,1.075
58041.13916,12.0809,0.0014,1.076
58041.13964,12.0831,0.0014,1.077
58041.14012,12.0840,0.0014,1.078
58041.14060,12.0844,0.0014,1.078
58041.14108,12.0786,0.0014,1.079
58041.14157,12.0767,0.0014,1.080
58041.14206,12.0839,0.0014,1.081
58041.14253,12.0735,0.0014,1.082
58041.14302,12.0857,0.0014,1.083
58041.14350,12.0845,0.0014,1.084
58041.14398,12.0847,0.0015,1.084
58041.14447,12.0816,0.0015,1.085
58041.14495,12.0764,0.0015,1.086
58041.14544,12.0776,0.0016,1.087
58041.14591,12.0802,0.0016,1.088
58041.14640,12.0776,0.0017,1.089
58041.14689,12.0795,0.0017,1.090
58041.14736,12.0828,0.0017,1.091
58041.14784,12.0820,0.0017,1.092
58041.14832,12.0805,0.0017,1.093
58041.14881,12.0773,0.0016,1.094
58041.14928,12.0812,0.0016,1.095
58041.14977,12.0803,0.0015,1.096
58041.15025,12.0829,0.0014,1.096
58041.15074,12.0795,0.0013,1.097
58041.15123,12.0846,0.0012,1.098
58041.15171,12.0789,0.0012,1.099
58041.15220,12.0777,0.0011,1.101
58041.15269,12.0858,0.0011,1.102
58041.15315,12.0816,0.0010,1.103
58041.15362,12.0817,0.0010,1.104
58041.15411,12.0815,0.0010,1.105
58041.15456,12.0825,0.0008,1.106
58041.15505,12.0806,0.0008,1.107
58041.15602,12.0805,0.0008,1.109
58041.15649,12.0878,0.0009,1.110
58041.15698,12.0773,0.0011,1.111
58041.15744,12.0797,0.0012,1.112
58041.15793,12.0788,0.0013,1.113
58041.15840,12.0808,0.0013,1.114
58041.15889,12.0788,0.0014,1.115
58041.15936,12.0774,0.0014,1.116
58041.15985,12.0839,0.0014,1.118
58041.16034,12.0847,0.0014,1.119
58041.16081,12.0877,0.0014,1.120
58041.16130,12.0797,0.0014,1.121
58041.16178,12.0805,0.0014,1.122
58041.16226,12.0805,0.0014,1.123
58041.16274,12.0810,0.0014,1.125
58041.16323,12.0787,0.0014,1.126
58041.16370,12.0813,0.0015,1.127
58041.16419,12.0769,0.0015,1.128
58041.16468,12.0814,0.0015,1.129
58041.16516,12.0839,0.0015,1.131
58041.16565,12.0786,0.0016,1.132
58041.16612,12.0830,0.0016,1.133
58041.16661,12.0873,0.0016,1.134
58041.16709,12.0826,0.0016,1.136
58041.16758,12.0835,0.0016,1.137
58041.16806,12.0773,0.0017,1.138
58041.16854,12.0822,0.0017,1.140
58041.16902,12.0797,0.0017,1.141
58041.16951,12.0775,0.0017,1.142
58041.17000,12.0795,0.0017,1.144
58041.17096,12.0815,0.0017,1.146
58041.17145,12.0844,0.0017,1.148
58041.17194,12.0879,0.0016,1.149
58041.17242,12.0824,0.0016,1.150
58041.17289,12.0828,0.0015,1.152
58041.17338,12.0841,0.0015,1.153
58041.17385,12.0796,0.0014,1.154
58041.17434,12.0758,0.0014,1.156
58041.17484,12.0806,0.0013,1.157
58041.17531,12.0799,0.0012,1.159
58041.17580,12.0839,0.0012,1.160
58041.17628,12.0847,0.0012,1.162
58041.17676,12.0851,0.0011,1.163
58041.17725,12.0785,0.0011,1.165
58041.17773,12.0801,0.0011,1.166
58041.17821,12.0783,0.0010,1.168
58041.20213,12.0866,0.0010,1.255
58041.20263,12.0726,0.0010,1.257
58041.20311,12.0771,0.0010,1.259
58041.20360,12.0788,0.0011,1.261
58041.20409,12.0792,0.0011,1.263
58041.20456,12.0751,0.0012,1.265
58041.20505,12.0784,0.0012,1.268
58041.20553,12.0846,0.0012,1.270
58041.20601,12.0780,0.0013,1.272
58041.20648,12.0798,0.0013,1.274
58041.20697,12.0816,0.0014,1.276
58041.20745,12.0814,0.0014,1.278
58041.20795,12.0746,0.0014,1.281
58041.20843,12.0874,0.0014,1.283
58041.20891,12.0762,0.0015,1.285
58041.20940,12.0816,0.0015,1.287
58041.20987,12.0808,0.0015,1.290
58041.21036,12.0781,0.0015,1.292
58041.21083,12.0793,0.0015,1.294
58041.21131,12.0793,0.0014,1.296
58041.21179,12.0819,0.0014,1.299
58041.21227,12.0796,0.0015,1.301
58041.21275,12.0736,0.0015,1.303
58041.21323,12.0795,0.0015,1.306
58041.21372,12.0755,0.0015,1.308
58041.21419,12.0756,0.0016,1.311
58041.21468,12.0807,0.0016,1.313
58041.21515,12.0779,0.0016,1.315
58041.21564,12.0795,0.0017,1.318
58041.21610,12.0777,0.0017,1.320
58041.21659,12.0773,0.0017,1.323
58041.21707,12.0720,0.0018,1.325
58041.21755,12.0733,0.0018,1.328
58041.21802,12.0806,0.0018,1.330
58041.21850,12.0739,0.0019,1.333
58041.21898,12.0778,0.0019,1.335
58041.21947,12.0843,0.0019,1.338
58041.21994,12.0832,0.0019,1.340
58041.22043,12.0762,0.0019,1.343
58041.22091,12.0762,0.0019,1.346
