MJD,V-mag,SE,air.mass
58068.17551,12.0712,0.0024,1.533
58068.17602,12.0809,0.0023,1.537
58068.17652,12.0712,0.0022,1.541
58068.17703,12.0859,0.0021,1.545
58068.17753,12.0754,0.0020,1.549
58068.17803,12.0811,0.0019,1.553
58068.17855,12.0778,0.0017,1.558
58068.17905,12.0874,0.0016,1.562
58068.17956,12.0758,0.0015,1.566
58068.18007,12.0911,0.0015,1.570
58068.18058,12.0780,0.0014,1.575
58068.18109,12.0750,0.0014,1.579
58068.18160,12.0827,0.0015,1.583
58068.18211,12.0745,0.0015,1.588
58068.18262,12.0845,0.0016,1.592
58068.18311,12.0766,0.0018,1.597
58068.18361,12.0783,0.0019,1.601
58068.18412,12.0889,0.0020,1.606
58068.18463,12.0817,0.0021,1.610
58068.18513,12.0866,0.0022,1.615
58068.18564,12.0849,0.0023,1.619
58068.18615,12.0734,0.0024,1.624
58068.18666,12.0804,0.0025,1.629
58068.18716,12.0772,0.0025,1.633
58068.18767,12.0850,0.0026,1.638
58068.18817,12.0886,0.0026,1.643
58068.18868,12.0680,0.0027,1.648
58068.18920,12.0871,0.0027,1.653
58068.18970,12.0768,0.0027,1.658
58068.19020,12.0736,0.0027,1.662
58068.19071,12.0859,0.0027,1.667
58068.19122,12.0766,0.0027,1.672
58069.04968,12.0797,0.0013,1.057
58069.05019,12.0767,0.0013,1.057
58069.05069,12.0725,0.0013,1.058
58069.05119,12.0829,0.0010,1.059
58069.05170,12.0719,0.0011,1.059
58069.05220,12.0798,0.0012,1.060
58069.05271,12.0754,0.0013,1.061
58069.05322,12.0787,0.0014,1.061
58069.05373,12.0652,0.0014,1.062
58069.05424,12.0729,0.0014,1.063
58069.05475,12.0759,0.0014,1.064
58069.05524,12.0803,0.0013,1.064
58069.05574,12.0738,0.0013,1.065
58069.05625,12.0755,0.0012,1.066
58069.05676,12.0813,0.0012,1.067
58069.05727,12.0792,0.0011,1.067
58069.05778,12.0687,0.0011,1.068
58069.05828,12.0794,0.0011,1.069
58069.05875,12.0720,0.0011,1.070
58069.05925,12.0783,0.0011,1.070
58069.05976,12.0738,0.0012,1.071
58069.06025,12.0795,0.0012,1.072
58069.06076,12.0775,0.0012,1.073
58069.06126,12.0755,0.0013,1.074
58069.06177,12.0792,0.0013,1.074
58069.06228,12.0807,0.0013,1.075
58069.06278,12.0768,0.0013,1.076
58069.06328,12.0822,0.0013,1.077
58069.06378,12.0739,0.0013,1.078
58069.06426,12.0793,0.0013,1.079
58069.06477,12.0772,0.0013,1.079
58069.06528,12.0809,0.0013,1.080
58069.06578,12.0791,0.0014,1.081
58069.06628,12.0829,0.0015,1.082
58069.06678,12.0785,0.0016,1.083
58069.06729,12.0741,0.0016,1.084
58069.06779,12.0779,0.0017,1.085
58069.06829,12.0779,0.0017,1.086
58069.06880,12.0873,0.0017,1.087
58069.06929,12.0744,0.0017,1.088
58069.06979,12.0773,0.0017,1.089
58069.07031,12.0796,0.0017,1.090
58069.07082,12.0812,0.0017,1.091
58069.07133,12.0757,0.0017,1.092
58069.07184,12.0785,0.0016,1.093
58069.07234,12.0771,0.0016,1.094
58069.07285,12.0828,0.0017,1.095
58069.07334,12.0782,0.0017,1.096
58069.07385,12.0773,0.0017,1.097
58069.07436,12.0774,0.0017,1.098
58069.07486,12.0774,0.0016,1.099
58069.07537,12.0771,0.0015,1.100
58069.07587,12.0811,0.0015,1.101
58069.07638,12.0827,0.0014,1.102
58069.07689,12.0804,0.0013,1.103
58069.07740,12.0783,0.0013,1.104
58069.07789,12.0796,0.0012,1.105
58069.07840,12.0781,0.0011,1.106
58069.07891,12.0782,0.0010,1.107
58069.07942,12.0814,0.0010,1.108
58069.07992,12.0784,0.0010,1.110
58069.08043,12.0776,0.0009,1.111
58069.08094,12.0783,0.0009,1.112
58069.08145,12.0787,0.0009,1.113
58069.08196,12.0852,0.0010,1.114
58069.08245,12.0760,0.0010,1.115
58069.08296,12.0694,0.0010,1.117
58069.08347,12.0686,0.0010,1.118
58069.08394,12.0723,0.0010,1.119
58069.08444,12.0772,0.0010,1.120
58069.08495,12.0726,0.0010,1.121
58069.08546,12.0742,0.0010,1.123
58069.08597,12.0780,0.0010,1.124
58069.08648,12.0799,0.0010,1.125
58069.08698,12.0796,0.0009,1.126
58069.08749,12.0782,0.0009,1.128
58069.08800,12.0746,0.0010,1.129
58069.08851,12.0810,0.0010,1.130
58069.08902,12.0795,0.0010,1.131
58069.08951,12.0808,0.0010,1.133
58069.09002,12.0746,0.0010,1.134
58069.09053,12.0837,0.0011,1.135
58069.09104,12.0752,0.0011,1.137
58069.09152,12.0751,0.0011,1.138
58069.09200,12.0808,0.0011,1.139
58069.09251,12.0792,0.0011,1.141
58069.09302,12.0735,0.0011,1.142
58069.09350,12.0776,0.0011,1.143
58069.09399,12.0826,0.0010,1.145
58069.09449,12.0800,0.0010,1.146
58069.09501,12.0784,0.0010,1.148
58069.09551,12.0754,0.0010,1.149
58069.09601,12.0779,0.0010,1.150
58069.09650,12.0712,0.0011,1.152
58069.09701,12.0776,0.0011,1.153
58069.09749,12.0778,0.0012,1.155
58069.09800,12.0746,0.0012,1.156
58069.09848,12.0748,0.0012,1.158
58069.09900,12.0779,0.0012,1.159
58069.09950,12.0775,0.0012,1.161
58069.10001,12.0757,0.0012,1.162
58069.10052,12.0755,0.0012,1.164
58069.10103,12.0795,0.0011,1.165
58069.10153,12.0821,0.0011,1.167
58069.10203,12.0794,0.0011,1.168
58069.10253,12.0799,0.0010,1.170
58069.10304,12.0806,0.0010,1.172
58069.10355,12.0787,0.0010,1.173
58069.10406,12.0757,0.0009,1.175
58069.10457,12.0832,0.0009,1.176
58069.10507,12.0766,0.0008,1.178
58069.10558,12.0803,0.0008,1.180
58069.10609,12.0798,0.0008,1.181
58069.10660,12.0826,0.0008,1.183
58069.10709,12.0844,0.0008,1.185
58069.10760,12.0777,0.0009,1.186
58069.10811,12.0836,0.0010,1.188
58069.10862,12.0772,0.0010,1.190
58069.10912,12.0820,0.0011,1.191
58069.10964,12.0813,0.0012,1.193
58069.11014,12.0869,0.0014,1.195
58069.11065,12.0709,0.0015,1.197
58069.11116,12.0820,0.0016,1.199
58069.11167,12.0836,0.0016,1.200
58069.11216,12.0850,0.0017,1.202
58069.11267,12.0796,0.0017,1.204
58069.11317,12.0850,0.0017,1.206
58069.11368,12.0780,0.0017,1.208
58069.11419,12.0813,0.0016,1.209
58069.11469,12.0835,0.0016,1.211
58069.11520,12.0765,0.0015,1.213
58069.11571,12.0800,0.0015,1.215
58069.11622,12.0791,0.0015,1.217
58069.11672,12.0744,0.0015,1.219
58069.11722,12.0785,0.0015,1.221
58069.11773,12.0797,0.0015,1.223
58069.11823,12.0816,0.0015,1.225
58069.11874,12.0804,0.0015,1.227
58069.11925,12.0750,0.0015,1.229
58069.11975,12.0790,0.0015,1.231
58069.12027,12.0760,0.0015,1.233
58069.12076,12.0729,0.0015,1.235
58069.12126,12.0822,0.0015,1.237
58069.12177,12.0755,0.0014,1.239
58069.12228,12.0783,0.0014,1.241
58069.12279,12.0747,0.0013,1.243
58069.12329,12.0770,0.0013,1.245
58069.12380,12.0819,0.0013,1.247
58069.12432,12.0760,0.0012,1.249
58069.12478,12.0766,0.0012,1.251
58069.12529,12.0761,0.0012,1.253
58069.12580,12.0788,0.0012,1.255
58069.12631,12.0792,0.0012,1.258
58069.12682,12.0791,0.0012,1.260
58069.12733,12.0775,0.0012,1.262
58069.12784,12.0840,0.0011,1.264
58069.12833,12.0756,0.0011,1.266
58069.12884,12.0762,0.0011,1.269
58069.12934,12.0809,0.0010,1.271
58069.12984,12.0750,0.0010,1.273
58069.13035,12.0766,0.0010,1.275
58069.13086,12.0826,0.0010,1.278
58069.13137,12.0790,0.0011,1.280
58069.13187,12.0755,0.0011,1.282
58069.13240,12.0816,0.0012,1.285
58069.13291,12.0761,0.0013,1.287
58069.13341,12.0814,0.0014,1.290
58069.13392,12.0779,0.0014,1.292
58069.13442,12.0806,0.0015,1.294
58069.13493,12.0797,0.0015,1.297
58069.13544,12.0771,0.0016,1.299
58069.13595,12.0818,0.0016,1.302
58069.13645,12.0808,0.0016,1.304
58069.13697,12.0785,0.0016,1.307
58069.13745,12.0814,0.0016,1.309
58069.13797,12.0752,0.0016,1.312
58069.13848,12.0753,0.0016,1.314
58069.13899,12.0820,0.0016,1.317
58069.13948,12.0830,0.0015,1.319
58069.13998,12.0829,0.0015,1.322
58069.14049,12.0812,0.0014,1.325
58069.14100,12.0818,0.0013,1.327
58069.14150,12.0819,0.0012,1.330
58069.14201,12.0824,0.0011,1.333
58069.14252,12.0802,0.0010,1.335
58069.14303,12.0822,0.0010,1.338
58069.14353,12.0828,0.0009,1.341
58069.14404,12.0766,0.0009,1.343
58069.14455,12.0788,0.0009,1.346
58069.14502,12.0818,0.0009,1.349
58069.14552,12.0754,0.0009,1.351
58069.14603,12.0812,0.0010,1.354
58069.14654,12.0776,0.0011,1.357
58069.14704,12.0786,0.0012,1.360
58069.14755,12.0825,0.0013,1.363
58069.14806,12.0780,0.0013,1.366
58069.14856,12.0794,0.0014,1.369
58069.14907,12.0757,0.0014,1.372
58069.14958,12.0745,0.0015,1.375
58069.15009,12.0851,0.0015,1.377
58069.15059,12.0807,0.0015,1.380
58069.15109,12.0761,0.0014,1.383
58069.15160,12.0774,0.0013,1.386
58069.15211,12.0792,0.0012,1.389
58069.15260,12.0780,0.0012,1.392
58069.15311,12.0867,0.0011,1.396
58069.15362,12.0814,0.0011,1.399
58069.15413,12.0795,0.0011,1.402
58069.15464,12.0776,0.0011,1.405
58069.15514,12.0836,0.0011,1.408
58069.15565,12.0743,0.0011,1.411
58069.15617,12.0731,0.0011,1.415
58069.15668,12.0826,0.0012,1.418
58069.15718,12.0819,0.0012,1.421
58069.15769,12.0794,0.0013,1.424
58069.15819,12.0737,0.0013,1.428
58069.15872,12.0727,0.0014,1.431
58069.15922,12.0828,0.0015,1.434
58069.15972,12.0833,0.0016,1.438
58069.16022,12.0848,0.0016,1.441
58069.16073,12.0801,0.0017,1.444
58069.16124,12.0813,0.0017,1.448
58069.16174,12.0786,0.0017,1.451
58069.16225,12.0761,0.0017,1.455
58069.16274,12.0828,0.0017,1.458
58069.16325,12.0772,0.0016,1.462
58069.16376,12.0799,0.0016,1.465
58069.16428,12.0750,0.0015,1.469
58069.16478,12.0822,0.0015,1.473
58069.16529,12.0743,0.0014,1.476
58069.16579,12.0774,0.0014,1.480
58069.16630,12.0771,0.0014,1.484
58069.16682,12.0845,0.0014,1.487
58069.16733,12.0833,0.0014,1.491
58069.16782,12.0826,0.0014,1.495
58069.16833,12.0810,0.0014,1.499
58069.16884,12.0812,0.0014,1.502
58069.16935,12.0758,0.0014,1.506
58069.16986,12.0751,0.0014,1.510
58069.17037,12.0810,0.0014,1.514
58069.17088,12.0811,0.0014,1.518
58069.17138,12.0795,0.0014,1.522
58069.17189,12.0844,0.0014,1.526
58069.17240,12.0713,0.0014,1.530
58069.17289,12.0792,0.0014,1.534
58069.17340,12.0800,0.0015,1.538
58069.17391,12.0756,0.0015,1.542
58069.17442,12.0787,0.0016,1.546
58069.17493,12.0790,0.0016,1.550
58069.17544,12.0743,0.0015,1.554
58069.17594,12.0840,0.0015,1.559
58069.17644,12.0797,0.0015,1.563
58069.17694,12.0773,0.0015,1.567
58069.17744,12.0754,0.0014,1.571
58069.17795,12.0750,0.0014,1.575
58069.17846,12.0780,0.0013,1.580
58069.17897,12.0781,0.0013,1.584
58069.17948,12.0790,0.0013,1.589
58069.17999,12.0784,0.0012,1.593
58069.18050,12.0837,0.0012,1.598
58069.18101,12.0791,0.0012,1.602
58069.18152,12.0804,0.0012,1.607
58069.18203,12.0823,0.0013,1.611
58069.18252,12.0727,0.0013,1.616
58069.18300,12.0754,0.0013,1.620
58069.18351,12.0831,0.0013,1.625
58069.18400,12.0767,0.0013,1.629
58069.18451,12.0796,0.0013,1.634
58069.18502,12.0783,0.0013,1.639
58069.18553,12.0818,0.0013,1.644
58069.18603,12.0766,0.0013,1.649
58069.18654,12.0820,0.0013,1.653
58069.18704,12.0885,0.0013,1.658
58069.18755,12.0852,0.0014,1.663
58069.18806,12.0844,0.0014,1.668
58069.18855,12.0756,0.0015,1.673
58069.18903,12.0824,0.0016,1.678
58069.18954,12.0672,0.0017,1.683
58069.19005,12.0838,0.0019,1.688
58069.19054,12.0813,0.0020,1.693
58069.19105,12.0746,0.0021,1.698
58069.19156,12.0836,0.0022,1.704
58069.19207,12.0784,0.0023,1.709
58069.19258,12.0825,0.0024,1.714
58069.19308,12.0805,0.0024,1.720
58069.19359,12.0909,0.0023,1.725
58069.19409,12.0801,0.0023,1.730
58069.19461,12.0808,0.0021,1.736
58069.19512,12.0800,0.0020,1.742
58069.19563,12.0797,0.0019,1.747
58069.19613,12.0766,0.0018,1.753
58069.19664,12.0791,0.0016,1.758
58069.19715,12.0816,0.0015,1.764
58069.19765,12.0777,0.0015,1.770
58069.19816,12.0801,0.0014,1.776
58069.19866,12.0869,0.0014,1.781
58069.19917,12.0792,0.0014,1.787
58069.19968,12.0866,0.0014,1.793
58069.20019,12.0854,0.0014,1.799
58069.20069,12.0753,0.0014,1.805
58069.20120,12.0863,0.0014,1.811
58069.20170,12.0779,0.0013,1.817
58069.20222,12.0737,0.0013,1.823
58069.20272,12.0748,0.0014,1.830
58069.20323,12.0741,0.0014,1.836
58069.20374,12.0812,0.0014,1.842
58069.20424,12.0844,0.0014,1.848
58069.20475,12.0818,0.0015,1.855
58069.20525,12.0806,0.0015,1.861
58069.20576,12.0807,0.0016,1.868
58069.20626,12.0812,0.0017,1.874
58069.20676,12.0821,0.0018,1.881
58069.20727,12.0786,0.0019,1.887
58069.20778,12.0827,0.0021,1.894
58069.20829,12.0807,0.0022,1.901
58069.20880,12.0810,0.0024,1.908
58069.20931,12.0720,0.0024,1.915
58069.20980,12.0782,0.0025,1.921
58069.21031,12.0735,0.0026,1.928
58069.21082,12.0768,0.0026,1.935
58069.21133,12.0790,0.0026,1.943
58069.21183,12.0837,0.0025,1.950
58069.21234,12.0794,0.0025,1.957
58069.21284,12.0770,0.0024,1.964
58069.21334,12.0825,0.0024,1.971
58069.21384,12.0795,0.0023,1.979
58069.21435,12.0688,0.0024,1.986
58069.21486,12.0794,0.0024,1.994
58069.21537,12.0797,0.0025,2.001
58069.21587,12.0800,0.0026,2.009
58069.21638,12.0800,0.0026,2.016
58069.21687,12.0848,0.0027,2.024
58069.21738,12.0799,0.0027,2.032
58069.21789,12.0826,0.0027,2.040
58069.21840,12.0800,0.0027,2.048
58069.21890,12.0787,0.0044,2.056
58071.05865,12.0771,0.0011,1.078
58071.05914,12.0760,0.0011,1.079
58071.05965,12.0836,0.0011,1.080
58071.06016,12.0791,0.0010,1.081
58071.06066,12.0813,0.0010,1.082
58071.06117,12.0892,0.0011,1.083
58071.06168,12.0763,0.0011,1.084
58071.06219,12.0797,0.0012,1.085
58071.06270,12.0828,0.0012,1.086
58071.06321,12.0784,0.0011,1.086
58071.06372,12.0819,0.0011,1.087
58071.06422,12.0824,0.0010,1.088
58071.06473,12.0805,0.0010,1.089
58071.06524,12.0775,0.0009,1.090
58071.06572,12.0787,0.0009,1.091
58071.06623,12.0811,0.0009,1.092
58071.06672,12.0816,0.0010,1.093
58071.06723,12.0760,0.0010,1.094
58071.06774,12.0746,0.0011,1.095
58071.06825,12.0834,0.0012,1.096
58071.06876,12.0776,0.0013,1.097
58071.06927,12.0797,0.0014,1.098
58071.06978,12.0818,0.0017,1.099
58071.07028,12.0834,0.0020,1.100
58071.07079,12.0799,0.0023,1.102
58071.07130,12.0838,0.0027,1.103
58071.07179,12.0801,0.0031,1.104
58071.07230,12.0687,0.0033,1.105
58071.07281,12.0740,0.0035,1.106
58071.07332,12.0728,0.0029,1.107
58071.07383,12.0806,0.0029,1.108
58071.08483,12.0765,0.0027,1.135
58071.08534,12.0829,0.0025,1.136
58071.08584,12.0738,0.0029,1.137
58071.08634,12.0829,0.0026,1.139
58071.08685,12.0790,0.0023,1.140
58071.08737,12.0814,0.0020,1.142
58071.08787,12.0765,0.0018,1.143
58071.08838,12.0832,0.0017,1.144
58071.08885,12.0767,0.0017,1.146
58071.08935,12.0786,0.0016,1.147
58071.08987,12.0808,0.0016,1.149
58071.09037,12.0775,0.0016,1.150
58071.09088,12.0796,0.0015,1.151
58071.09139,12.0824,0.0014,1.153
58071.09189,12.0831,0.0014,1.154
58071.09240,12.0818,0.0013,1.156
58071.09289,12.0827,0.0012,1.157
58071.09340,12.0837,0.0011,1.159
58071.09390,12.0858,0.0011,1.160
58071.09441,12.0746,0.0010,1.162
58071.09492,12.0798,0.0010,1.163
58071.09543,12.0720,0.0010,1.165
58071.09594,12.0808,0.0010,1.166
58071.09644,12.0806,0.0010,1.168
58071.09694,12.0838,0.0010,1.170
58071.09745,12.0797,0.0010,1.171
58071.09795,12.0803,0.0010,1.173
58071.09846,12.0855,0.0010,1.174
58071.09897,12.0806,0.0010,1.176
58071.09948,12.0791,0.0010,1.178
58071.09999,12.0750,0.0010,1.179
58071.10051,12.0752,0.0010,1.181
58071.10101,12.0804,0.0010,1.183
58071.10150,12.0779,0.0011,1.184
58071.10200,12.0883,0.0011,1.186
58071.10250,12.0767,0.0012,1.188
58071.10301,12.0777,0.0013,1.189
58071.10352,12.0788,0.0014,1.191
58071.10403,12.0806,0.0016,1.193
58071.10454,12.0817,0.0018,1.195
58071.10505,12.0735,0.0020,1.196
58071.10556,12.0848,0.0021,1.198
58071.10605,12.0815,0.0023,1.200
58071.10655,12.0823,0.0024,1.202
58071.10705,12.0847,0.0024,1.203
58071.10755,12.0794,0.0024,1.205
58071.10806,12.0851,0.0023,1.207
58071.10855,12.0802,0.0022,1.209
58071.10906,12.0787,0.0021,1.211
58071.10956,12.0869,0.0019,1.212
58071.11006,12.0832,0.0018,1.214
58071.11058,12.0803,0.0016,1.216
58071.11108,12.0723,0.0015,1.218
58071.11159,12.0786,0.0014,1.220
58071.11209,12.0807,0.0014,1.222
58071.11260,12.0759,0.0014,1.224
58071.11311,12.0794,0.0015,1.226
58071.11361,12.0808,0.0015,1.228
58071.11411,12.0818,0.0015,1.230
58071.11462,12.0822,0.0016,1.232
58071.11513,12.0771,0.0016,1.234
58071.11564,12.0765,0.0017,1.236
58071.11615,12.0833,0.0017,1.238
58071.11666,12.0874,0.0018,1.240
58071.11716,12.0823,0.0020,1.242
58071.11766,12.0726,0.0021,1.244
58071.11817,12.0789,0.0023,1.246
58071.11867,12.0821,0.0025,1.248
58071.11917,12.0772,0.0027,1.250
58071.11968,12.0731,0.0022,1.253
58071.12019,12.0706,0.0025,1.255
58071.13282,12.0820,0.0029,1.313
58071.13332,12.0774,0.0030,1.316
58071.13383,12.0728,0.0038,1.318
58071.13433,12.0685,0.0040,1.321
58071.13483,12.0765,0.0041,1.324
58071.13534,12.0763,0.0041,1.326
58071.13584,12.0819,0.0041,1.329
58071.13634,12.0784,0.0042,1.331
58071.13684,12.0759,0.0041,1.334
58071.13735,12.0826,0.0041,1.337
58071.13786,12.0882,0.0040,1.339
58071.13837,12.0848,0.0040,1.342
58071.13888,12.0832,0.0039,1.345
58071.13939,12.0773,0.0038,1.348
58071.13988,12.0774,0.0037,1.350
58071.14038,12.0788,0.0036,1.353
58071.14089,12.0761,0.0035,1.356
58071.14140,12.0744,0.0033,1.359
58071.14191,12.0774,0.0031,1.362
58071.14242,12.0814,0.0029,1.365
58071.14289,12.0793,0.0027,1.367
58071.14340,12.0766,0.0024,1.370
58071.14388,12.0775,0.0022,1.373
58071.14438,12.0769,0.0020,1.376
58071.14488,12.0750,0.0017,1.379
58071.14538,12.0794,0.0016,1.382
58071.14589,12.0727,0.0015,1.385
58071.14639,12.0817,0.0015,1.388
58071.14690,12.0845,0.0015,1.391
58071.14741,12.0782,0.0016,1.394
58071.14791,12.0801,0.0017,1.397
58071.14841,12.0724,0.0017,1.400
58071.14892,12.0769,0.0018,1.403
58071.14943,12.0828,0.0018,1.407
58071.14994,12.0822,0.0018,1.410
58071.15045,12.0839,0.0018,1.413
58071.15095,12.0824,0.0017,1.416
58071.15146,12.0772,0.0017,1.419
58071.15197,12.0848,0.0016,1.423
58071.15248,12.0844,0.0016,1.426
58071.15299,12.0761,0.0016,1.429
58071.15348,12.0880,0.0016,1.433
58071.15399,12.0811,0.0016,1.436
58071.15450,12.0852,0.0017,1.439
58071.15501,12.0777,0.0017,1.443
58071.15551,12.0801,0.0018,1.446
58071.15603,12.0735,0.0019,1.450
58071.15653,12.0866,0.0020,1.453
58071.15704,12.0772,0.0020,1.457
58071.15753,12.0841,0.0021,1.460
58071.15804,12.0786,0.0021,1.464
58071.15854,12.0786,0.0021,1.467
58071.15905,12.0792,0.0021,1.471
58071.15956,12.0716,0.0021,1.474
58071.16006,12.0756,0.0021,1.478
58071.16057,12.0800,0.0020,1.482
58071.16108,12.0706,0.0020,1.485
58071.16159,12.0806,0.0019,1.489
58071.16211,12.0863,0.0018,1.493
58071.16262,12.0827,0.0017,1.497
58071.16312,12.0725,0.0015,1.500
58071.16363,12.0813,0.0014,1.504
58071.16413,12.0727,0.0013,1.508
58071.16463,12.0818,0.0012,1.512
58071.16514,12.0806,0.0011,1.516
58071.16564,12.0777,0.0010,1.520
58071.16615,12.0752,0.0010,1.524
58071.16666,12.0747,0.0009,1.528
58071.16716,12.0859,0.0009,1.532
58071.16767,12.0757,0.0009,1.536
58071.16815,12.0787,0.0009,1.539
58071.16866,12.0794,0.0010,1.544
58071.16917,12.0782,0.0010,1.548
58071.16966,12.0831,0.0011,1.552
58071.17017,12.0840,0.0012,1.556
58071.17067,12.0804,0.0013,1.560
58071.17117,12.0825,0.0014,1.564
58071.17168,12.0748,0.0015,1.569
58071.17218,12.0766,0.0015,1.573
58071.17269,12.0712,0.0015,1.577
58071.17318,12.0829,0.0016,1.581
58071.17368,12.0901,0.0016,1.586
58071.17419,12.0868,0.0016,1.590
58071.17470,12.0782,0.0016,1.595
58071.17520,12.0850,0.0016,1.599
58071.17571,12.0849,0.0016,1.604
58071.17622,12.0744,0.0016,1.608
58071.17671,12.0784,0.0016,1.613
58071.17722,12.0830,0.0016,1.617
58071.17773,12.0822,0.0016,1.622
58071.17823,12.0816,0.0016,1.627
58071.17875,12.0782,0.0016,1.631
58071.17925,12.0885,0.0016,1.636
58071.17976,12.0864,0.0016,1.641
58071.18025,12.0765,0.0015,1.646
58071.18076,12.0829,0.0014,1.650
58071.18126,12.0743,0.0014,1.655
58071.18177,12.0767,0.0013,1.660
58071.18228,12.0835,0.0013,1.665
58071.18279,12.0791,0.0013,1.670
58071.18330,12.0735,0.0013,1.675
58071.18381,12.0743,0.0013,1.680
58071.18431,12.0868,0.0014,1.685
58071.18481,12.0797,0.0015,1.690
58071.18532,12.0826,0.0016,1.696
58071.18582,12.0853,0.0017,1.701
58071.18633,12.0848,0.0018,1.706
58071.18685,12.0846,0.0019,1.711
58071.18735,12.0743,0.0019,1.717
58071.18782,12.0849,0.0019,1.722
58071.18833,12.0759,0.0019,1.727
58071.18884,12.0745,0.0019,1.733
58071.18934,12.0712,0.0019,1.738
58071.18985,12.0826,0.0018,1.744
58071.19036,12.0749,0.0018,1.749
58071.19087,12.0826,0.0017,1.755
58071.19138,12.0766,0.0016,1.761
58071.19189,12.0849,0.0016,1.766
58071.19238,12.0803,0.0015,1.772
58071.19289,12.0808,0.0014,1.778
58071.19339,12.0764,0.0014,1.784
58071.19390,12.0838,0.0013,1.789
58071.19440,12.0791,0.0013,1.795
58071.19490,12.0746,0.0014,1.801
58071.19542,12.0761,0.0014,1.807
58071.19593,12.0803,0.0015,1.813
58071.19644,12.0861,0.0016,1.820
58071.19694,12.0762,0.0017,1.826
58071.19744,12.0767,0.0018,1.832
58071.19795,12.0738,0.0019,1.838
58071.19846,12.0813,0.0019,1.844
58071.19896,12.0854,0.0020,1.851
58071.19947,12.0777,0.0020,1.857
58071.19997,12.0736,0.0020,1.863
58071.20047,12.0747,0.0020,1.870
58071.20098,12.0774,0.0020,1.877
58071.20148,12.0809,0.0020,1.883
58071.20199,12.0749,0.0019,1.890
58071.20249,12.0718,0.0018,1.896
58071.20300,12.0868,0.0018,1.903
58071.20350,12.0757,0.0017,1.910
58071.20399,12.0781,0.0017,1.917
58071.20449,12.0743,0.0017,1.923
58071.20500,12.0777,0.0018,1.930
58071.20551,12.0794,0.0018,1.937
58071.20602,12.0821,0.0019,1.945
58071.20653,12.0880,0.0020,1.952
58071.20703,12.0791,0.0021,1.959
58071.20753,12.0805,0.0022,1.966
58071.20804,12.0917,0.0023,1.974
58071.20855,12.0813,0.0023,1.981
58071.20905,12.0800,0.0023,1.988
58071.20956,12.0726,0.0023,1.996
58071.21007,12.0845,0.0023,2.004
58071.21054,12.0874,0.0022,2.011
58071.21105,12.0702,0.0048,2.018
58072.04861,12.0797,0.0017,1.067
58072.04911,12.0794,0.0017,1.067
58072.04962,12.0788,0.0017,1.068
58072.05013,12.0668,0.0009,1.069
58072.05063,12.0747,0.0011,1.070
58072.05112,12.0739,0.0012,1.070
58072.05163,12.0778,0.0013,1.071
58072.05213,12.0840,0.0015,1.072
58072.05264,12.0797,0.0015,1.073
58072.05314,12.0741,0.0016,1.074
58072.05365,12.0820,0.0017,1.075
58072.05414,12.0768,0.0017,1.075
58072.05464,12.0759,0.0018,1.076
58072.05514,12.0783,0.0018,1.077
58072.05564,12.0809,0.0018,1.078
58072.05613,12.0793,0.0019,1.079
58072.05663,12.0823,0.0019,1.080
58072.05714,12.0783,0.0019,1.080
58072.05765,12.0771,0.0019,1.081
58072.05816,12.0778,0.0019,1.082
58072.05869,12.0777,0.0019,1.083
58072.05916,12.0807,0.0018,1.084
58072.05968,12.0706,0.0017,1.085
58072.06019,12.0805,0.0017,1.086
58072.06068,12.0804,0.0016,1.087
58072.06118,12.0789,0.0015,1.088
58072.06169,12.0736,0.0014,1.089
58072.06219,12.0730,0.0014,1.090
58072.06270,12.0768,0.0014,1.091
58072.06321,12.0887,0.0015,1.092
58072.06370,12.0830,0.0015,1.093
58072.06422,12.0757,0.0016,1.094
58072.06473,12.0793,0.0016,1.095
58072.06524,12.0749,0.0017,1.096
58072.06579,12.0851,0.0018,1.097
58072.06633,12.0825,0.0018,1.098
58072.06683,12.0805,0.0018,1.099
58072.06735,12.0783,0.0018,1.100
58072.06785,12.0808,0.0018,1.101
58072.06834,12.0661,0.0018,1.102
58072.06885,12.0749,0.0018,1.103
58072.06986,12.0790,0.0017,1.105
58072.07038,12.0783,0.0017,1.107
58072.07088,12.0803,0.0016,1.108
58072.07139,12.0737,0.0016,1.109
58072.07189,12.0697,0.0016,1.110
58072.07238,12.0760,0.0016,1.111
58072.07289,12.0787,0.0016,1.112
58072.07339,12.0791,0.0017,1.113
58072.07390,12.0809,0.0017,1.115
58072.07440,12.0807,0.0017,1.116
58072.07491,12.0799,0.0018,1.117
58072.07541,12.0807,0.0017,1.118
58072.07591,12.0765,0.0017,1.119
58072.07642,12.0677,0.0016,1.121
58072.07692,12.0780,0.0016,1.122
58072.07742,12.0800,0.0015,1.123
58072.07792,12.0744,0.0013,1.124
58072.07843,12.0800,0.0012,1.125
58072.07895,12.0785,0.0011,1.127
58072.07944,12.0729,0.0011,1.128
58072.07994,12.0761,0.0010,1.129
58072.08045,12.0777,0.0010,1.131
58072.08096,12.0804,0.0011,1.132
58072.08147,12.0689,0.0011,1.133
58072.08197,12.0758,0.0012,1.134
58072.08248,12.0775,0.0014,1.136
58072.08299,12.0815,0.0015,1.137
58072.08350,12.0789,0.0016,1.138
58072.08400,12.0837,0.0018,1.140
58072.08451,12.0730,0.0018,1.141
58072.08502,12.0794,0.0019,1.143
58072.08553,12.0847,0.0019,1.144
