MJD,V-mag,SE,air mass
57936.36807,11.9091,0.0017,1.026
57936.36855,11.9119,0.0017,1.027
57936.36903,11.9114,0.0018,1.027
57936.36950,11.9160,0.0019,1.027
57936.36999,11.9121,0.0020,1.027
57936.37047,11.9140,0.0021,1.027
57936.37096,11.9123,0.0021,1.027
57936.37144,11.9184,0.0022,1.027
57936.37192,11.9110,0.0023,1.027
57936.37240,11.9116,0.0023,1.027
57936.37287,11.9163,0.0024,1.027
57936.37334,11.9099,0.0024,1.027
57936.37383,11.9206,0.0024,1.027
57936.37431,11.9179,0.0024,1.028
57936.37479,11.9140,0.0024,1.028
57936.37527,11.9148,0.0024,1.028
57936.37575,11.9142,0.0024,1.028
57936.37624,11.9247,0.0023,1.028
57936.37671,11.9156,0.0023,1.028
57936.37720,11.9185,0.0023,1.028
57936.37767,11.9175,0.0022,1.029
57936.37816,11.9120,0.0021,1.029
57936.37865,11.9166,0.0020,1.029
57936.37912,11.9134,0.0019,1.029
57936.37961,11.9097,0.0018,1.029
57936.38008,11.9211,0.0017,1.029
57936.38057,11.9144,0.0016,1.030
57936.38104,11.9147,0.0016,1.030
57936.38153,11.9184,0.0016,1.030
57936.38200,11.9148,0.0017,1.030
57936.38249,11.9176,0.0018,1.030
57936.38296,11.9206,0.0018,1.031
57936.38344,11.9213,0.0019,1.031
57936.38392,11.9106,0.0020,1.031
57936.38440,11.9136,0.0020,1.031
57936.38488,11.9207,0.0020,1.032
57936.38537,11.9153,0.0020,1.032
57936.38586,11.9050,0.0020,1.032
57936.38633,11.9119,0.0019,1.032
57936.38681,11.9194,0.0018,1.033
57936.38729,11.9135,0.0017,1.033
57936.38778,11.9166,0.0015,1.033
57936.38825,11.9108,0.0014,1.034
57936.38874,11.9204,0.0012,1.034
57936.38921,11.9120,0.0012,1.034
57936.38969,11.9110,0.0011,1.034
57936.39017,11.9121,0.0011,1.035
57936.39066,11.9122,0.0012,1.035
57936.39113,11.9111,0.0012,1.035
57936.39161,11.9176,0.0013,1.036
57936.39209,11.9224,0.0015,1.036
57936.39257,11.9187,0.0015,1.036
57936.39306,11.9205,0.0016,1.037
57936.39353,11.9142,0.0017,1.037
57936.39402,11.9085,0.0017,1.038
57936.39449,11.9189,0.0017,1.038
57936.39498,11.9167,0.0016,1.038
57936.39545,11.9148,0.0016,1.039
57936.39594,11.9150,0.0015,1.039
57936.39641,11.9195,0.0014,1.039
57936.39690,11.9166,0.0014,1.040
57936.39736,11.9104,0.0014,1.040
57936.39784,11.9139,0.0014,1.041
57936.39832,11.9148,0.0014,1.041
57936.39880,11.9166,0.0015,1.041
57936.39928,11.9246,0.0016,1.042
57936.39975,11.9137,0.0016,1.042
57936.40022,11.9148,0.0016,1.043
57936.40071,11.9134,0.0016,1.043
57936.40119,11.9139,0.0016,1.044
57936.40167,11.9097,0.0016,1.044
57936.40214,11.9152,0.0016,1.045
57936.40263,11.9116,0.0016,1.045
57936.40310,11.9316,0.0016,1.046
57936.40358,11.9192,0.0015,1.046
57936.40406,11.9047,0.0015,1.047
57936.40455,11.9184,0.0015,1.047
57936.40502,11.9202,0.0015,1.048
57936.40550,11.9089,0.0015,1.048
57936.40597,11.9256,0.0015,1.049
57936.40645,11.9157,0.0016,1.049
57936.40693,11.9186,0.0017,1.050
57936.40741,11.9241,0.0018,1.050
57936.40788,11.9086,0.0019,1.051
57936.40837,11.9179,0.0020,1.051
57936.40884,11.9151,0.0021,1.052
57936.40932,11.9119,0.0023,1.052
57936.40980,11.9233,0.0024,1.053
57936.41028,11.9102,0.0025,1.054
57936.41076,11.9147,0.0026,1.054
57936.41124,11.9233,0.0026,1.055
57936.41172,11.9172,0.0026,1.055
57936.41221,11.9244,0.0026,1.056
57936.41269,11.9106,0.0025,1.057
57936.41317,11.9236,0.0025,1.057
57936.41365,11.9181,0.0024,1.058
57936.41412,11.9179,0.0024,1.058
57936.41459,11.9123,0.0023,1.059
57936.41508,11.9129,0.0022,1.060
57936.41556,11.9185,0.0021,1.060
57936.41603,11.9145,0.0021,1.061
57936.41650,11.9165,0.0020,1.062
57936.41699,11.9214,0.0019,1.062
57936.41748,11.9114,0.0018,1.063
57936.41795,11.9230,0.0018,1.064
57936.41844,11.9162,0.0017,1.064
57936.41891,11.9139,0.0016,1.065
57936.41940,11.9200,0.0015,1.066
57936.41987,11.9198,0.0015,1.066
57936.42035,11.9182,0.0015,1.067
57936.42083,11.9065,0.0015,1.068
57936.42131,11.9225,0.0015,1.069
57936.42179,11.9146,0.0016,1.069
57936.42227,11.9183,0.0016,1.070
57936.42274,11.9124,0.0017,1.071
57936.42323,11.9136,0.0018,1.072
57936.42370,11.9112,0.0018,1.072
57936.42419,11.9152,0.0019,1.073
57936.42466,11.9119,0.0019,1.074
57936.42514,11.9176,0.0019,1.075
57936.42563,11.9230,0.0020,1.076
57936.42611,11.9238,0.0020,1.076
57936.42659,11.9196,0.0020,1.077
57936.42707,11.9109,0.0020,1.078
57936.42755,11.9140,0.0020,1.079
57936.42803,11.9136,0.0020,1.080
57936.42852,11.9205,0.0020,1.081
57936.42899,11.9155,0.0021,1.081
57936.42948,11.9073,0.0021,1.082
57936.42995,11.9120,0.0021,1.083
57936.43044,11.9136,0.0022,1.084
57936.43091,11.9215,0.0022,1.085
57936.43139,11.9209,0.0022,1.086
57936.43187,11.9200,0.0021,1.087
57936.43236,11.9100,0.0021,1.088
57936.43284,11.9077,0.0021,1.088
57936.43332,11.9055,0.0020,1.089
57936.43380,11.9148,0.0020,1.090
57936.43428,11.9182,0.0020,1.091
57936.43476,11.9138,0.0020,1.092
57936.43524,11.9197,0.0020,1.093
57936.43572,11.9132,0.0020,1.094
57936.43620,11.9047,0.0020,1.095
57936.43668,11.9172,0.0021,1.096
57936.43715,11.9236,0.0021,1.097
57936.43764,11.9155,0.0021,1.098
57936.43812,11.9046,0.0021,1.099
57936.43860,11.9137,0.0021,1.100
57936.43907,11.9136,0.0020,1.101
57936.44100,11.9196,0.0020,1.105
57936.44148,11.9149,0.0020,1.106
57936.44196,11.9196,0.0020,1.107
57936.44293,11.9140,0.0019,1.109
57936.44340,11.9158,0.0020,1.110
57936.44534,11.9085,0.0020,1.115
57936.44581,11.9165,0.0020,1.116
57936.44628,11.9143,0.0021,1.117
57936.44676,11.9148,0.0021,1.118
57936.44725,11.9057,0.0022,1.119
57936.44819,11.9184,0.0022,1.122
57936.44868,11.9212,0.0023,1.123
57936.44916,11.9095,0.0023,1.124
57936.44964,11.9203,0.0023,1.125
57936.45012,11.9136,0.0022,1.126
57936.45108,11.9098,0.0022,1.129
57936.45155,11.9158,0.0021,1.130
57936.45203,11.9111,0.0020,1.131
57936.45250,11.9115,0.0019,1.132
57936.45346,11.9202,0.0018,1.135
57936.45394,11.9127,0.0017,1.136
57936.45442,11.9166,0.0017,1.137
57936.45491,11.9164,0.0017,1.139
57936.45538,11.9189,0.0017,1.140
57936.45587,11.9162,0.0017,1.141
57936.45634,11.9268,0.0017,1.143
57936.45683,11.9190,0.0018,1.144
57936.45731,11.9114,0.0018,1.145
57936.45779,11.9119,0.0018,1.147
57936.45828,11.9105,0.0018,1.148
57936.45875,11.9150,0.0018,1.149
57936.45924,11.9085,0.0018,1.151
57936.45971,11.9063,0.0018,1.152
57936.46020,11.9177,0.0018,1.153
57936.46067,11.9228,0.0018,1.155
57936.46116,11.9105,0.0018,1.156
57936.46163,11.9198,0.0017,1.158
57936.46212,11.9243,0.0018,1.159
57936.46260,11.9096,0.0018,1.161
57936.46308,11.9150,0.0019,1.162
57936.46355,11.9188,0.0019,1.163
57936.46404,11.9129,0.0020,1.165
57936.46451,11.9119,0.0021,1.166
57936.46500,11.9143,0.0021,1.168
57936.46549,11.9195,0.0022,1.169
57936.46595,11.9092,0.0022,1.171
57936.46644,11.9128,0.0023,1.172
57936.46691,11.9173,0.0025,1.174
57936.46738,11.9163,0.0026,1.175
57936.46787,11.9107,0.0026,1.177
57936.46834,11.9075,0.0027,1.178
57936.46883,11.9175,0.0027,1.180
57936.46978,11.9179,0.0027,1.183
57936.47025,11.9162,0.0026,1.185
57936.47073,11.9155,0.0026,1.186
57936.47122,11.9099,0.0024,1.188
57936.47170,11.9125,0.0022,1.190
57936.47218,11.9152,0.0021,1.191
57936.47266,11.9113,0.0019,1.193
57936.47314,11.9058,0.0017,1.194
57936.47362,11.9203,0.0016,1.196
57936.47409,11.9156,0.0016,1.198
57936.47457,11.9133,0.0017,1.199
57936.47506,11.9126,0.0018,1.201
57936.47553,11.9155,0.0019,1.203
57936.47602,11.9166,0.0020,1.205
57936.47649,11.9086,0.0022,1.206
57936.47697,11.9108,0.0023,1.208
57936.47745,11.9144,0.0024,1.210
57936.47793,11.9145,0.0025,1.212
57936.47841,11.9161,0.0025,1.213
57936.47890,11.9099,0.0024,1.215
57936.47938,11.9069,0.0038,1.217
57941.14477,11.9237,0.0036,1.889
57941.14524,11.9057,0.0036,1.883
57941.14572,11.9092,0.0036,1.877
57941.14619,11.9168,0.0017,1.871
57941.14667,11.9119,0.0021,1.865
57941.14713,11.9139,0.0024,1.859
57941.14760,11.9119,0.0026,1.853
57941.14808,11.9064,0.0029,1.847
57941.14855,11.8998,0.0031,1.841
57941.14904,11.8928,0.0033,1.835
57941.14951,11.8980,0.0035,1.829
57941.15000,11.9082,0.0037,1.823
57941.15047,11.8992,0.0038,1.817
57941.15095,11.8975,0.0040,1.812
57941.15144,11.8945,0.0041,1.806
57941.15191,11.9057,0.0042,1.800
57941.15238,11.8956,0.0043,1.795
57941.15285,11.9062,0.0044,1.789
57941.15333,11.9077,0.0044,1.783
57941.15381,11.9070,0.0043,1.778
57941.15428,11.9021,0.0042,1.773
57941.15477,11.9122,0.0040,1.767
57941.15524,11.9032,0.0038,1.762
57941.15572,11.9043,0.0036,1.756
57941.15619,11.9190,0.0034,1.751
57941.15667,11.8964,0.0032,1.746
57941.15714,11.9121,0.0031,1.741
57941.15762,11.9032,0.0030,1.736
57941.15809,11.9041,0.0029,1.730
57941.15856,11.9054,0.0028,1.725
57941.15904,11.9042,0.0028,1.720
57941.15953,11.8993,0.0027,1.715
57941.16000,11.8970,0.0027,1.710
57941.16047,11.9159,0.0026,1.705
57941.16191,11.9146,0.0025,1.690
57941.16240,11.9019,0.0024,1.686
57941.16287,11.9146,0.0023,1.681
57941.16336,11.8977,0.0022,1.676
57941.16383,11.9182,0.0022,1.671
57941.16432,11.9074,0.0021,1.666
57941.16479,11.9007,0.0021,1.662
57941.16527,11.9178,0.0021,1.657
57941.16574,11.8981,0.0021,1.653
57941.16624,11.9080,0.0021,1.648
57941.16671,11.9080,0.0021,1.643
57941.16720,11.9088,0.0022,1.639
57941.16767,11.8930,0.0023,1.634
57941.16816,11.8938,0.0024,1.630
57941.16863,11.9099,0.0025,1.625
57941.16911,11.9067,0.0026,1.621
57941.16959,11.9047,0.0026,1.616
57941.17008,11.9050,0.0027,1.612
57941.17056,11.9201,0.0027,1.608
57941.17103,11.8997,0.0027,1.603
57941.17152,11.9045,0.0028,1.599
57941.17199,11.9045,0.0028,1.595
57941.17248,11.9241,0.0029,1.591
57941.17295,11.9170,0.0030,1.587
57941.17343,11.9051,0.0030,1.582
57941.17391,11.9002,0.0030,1.578
57941.17439,11.9164,0.0029,1.574
57941.17486,11.9097,0.0028,1.570
57941.17534,11.9038,0.0028,1.566
57941.17582,11.9147,0.0027,1.562
57941.17630,11.9181,0.0025,1.558
57941.17677,11.9115,0.0024,1.554
57941.17726,11.9127,0.0023,1.550
57941.17773,11.9011,0.0023,1.546
57941.17822,11.9163,0.0023,1.542
57941.17869,11.9068,0.0024,1.539
57941.17917,11.9080,0.0024,1.535
57941.17964,11.9317,0.0025,1.531
57941.18012,11.9224,0.0025,1.527
57941.18059,11.9062,0.0025,1.523
57941.18108,11.8969,0.0025,1.520
57941.18154,11.9060,0.0026,1.516
57941.18203,11.9046,0.0027,1.512
57941.18250,11.9034,0.0028,1.509
57941.18297,11.9077,0.0029,1.505
57941.18345,11.9009,0.0030,1.502
57941.18394,11.9169,0.0031,1.498
57941.18441,11.9150,0.0033,1.494
57941.18488,11.9120,0.0034,1.491
57941.18536,11.9097,0.0035,1.487
57941.18584,11.9014,0.0035,1.484
57941.18632,11.9000,0.0035,1.480
57941.18681,11.9054,0.0035,1.477
57941.18728,11.9147,0.0034,1.473
57941.18774,11.9109,0.0033,1.470
57941.18823,11.9067,0.0032,1.467
57941.18872,11.9123,0.0030,1.463
57941.18919,11.8978,0.0028,1.460
57941.18968,11.9081,0.0027,1.457
57941.19014,11.9034,0.0025,1.453
57941.19062,11.9063,0.0024,1.450
57941.19110,11.9013,0.0023,1.447
57941.19159,11.8967,0.0022,1.444
57941.19206,11.9008,0.0022,1.440
57941.19255,11.9151,0.0022,1.437
57941.19302,11.9081,0.0022,1.434
57941.19350,11.9150,0.0022,1.431
57941.19397,11.9082,0.0022,1.428
57941.19444,11.9076,0.0022,1.425
57941.19493,11.9004,0.0022,1.422
57941.19542,11.9029,0.0022,1.418
57941.19588,11.9105,0.0023,1.415
57941.19635,11.9004,0.0023,1.412
57941.19684,11.9065,0.0023,1.409
57941.19731,11.9134,0.0023,1.406
57941.19780,11.9055,0.0023,1.403
57941.19828,11.9098,0.0023,1.400
57941.19874,11.9029,0.0023,1.398
57941.19924,11.9072,0.0022,1.395
57941.19971,11.9117,0.0022,1.392
57941.20019,11.8968,0.0022,1.389
57941.20066,11.9087,0.0022,1.386
57941.20113,11.9050,0.0022,1.383
57941.20161,11.9122,0.0022,1.380
57941.20209,11.9062,0.0022,1.377
57941.20257,11.9149,0.0022,1.375
57941.20306,11.9179,0.0022,1.372
57941.20353,11.9062,0.0022,1.369
57941.20402,11.9095,0.0022,1.366
57941.20449,11.9072,0.0023,1.364
57941.20497,11.9015,0.0023,1.361
57941.20544,11.9183,0.0023,1.358
57941.20593,11.9077,0.0023,1.356
57941.20640,11.9124,0.0024,1.353
57941.20688,11.9035,0.0024,1.350
57941.20737,11.9027,0.0025,1.348
57941.20785,11.9142,0.0026,1.345
57941.20833,11.9147,0.0026,1.342
57941.20977,11.9130,0.0026,1.335
57941.21024,11.9103,0.0026,1.332
57941.21073,11.8950,0.0026,1.330
57941.21120,11.9026,0.0025,1.327
57941.21168,11.9079,0.0025,1.325
57941.21215,11.9097,0.0025,1.322
57941.21264,11.9066,0.0024,1.320
57941.21360,11.9043,0.0024,1.315
57941.21409,11.9041,0.0024,1.312
57941.21943,11.9020,0.0024,1.286
57941.21992,11.9235,0.0024,1.284
57941.22088,11.9056,0.0024,1.280
57941.22135,11.9054,0.0025,1.278
57941.22184,11.9025,0.0026,1.275
57941.22233,11.9063,0.0027,1.273
57941.22280,11.9189,0.0028,1.271
57941.22328,11.9064,0.0028,1.269
57941.22376,11.9219,0.0028,1.267
57941.22662,11.9111,0.0028,1.254
57941.22709,11.9068,0.0028,1.252
57941.22757,11.9076,0.0027,1.250
57941.22806,11.9038,0.0026,1.248
57941.22853,11.8973,0.0025,1.246
57941.22902,11.9018,0.0023,1.244
57941.22949,11.8998,0.0022,1.242
57941.22998,11.9118,0.0021,1.240
57941.23045,11.9148,0.0020,1.238
57941.23094,11.9072,0.0020,1.237
57941.23141,11.9093,0.0021,1.235
57941.23189,11.9123,0.0022,1.233
57941.23237,11.9039,0.0023,1.231
57941.23285,11.9103,0.0024,1.229
57941.23333,11.9034,0.0025,1.227
57941.23382,11.9018,0.0025,1.225
57941.23429,11.9073,0.0026,1.223
57941.23477,11.9152,0.0026,1.222
57941.23524,11.9055,0.0026,1.220
57941.23572,11.9152,0.0026,1.218
57941.23620,11.9016,0.0025,1.216
57941.23668,11.9042,0.0024,1.214
57941.23716,11.9089,0.0024,1.212
57941.23764,11.9071,0.0023,1.211
57941.23813,11.9145,0.0022,1.209
57941.23860,11.9069,0.0021,1.207
57941.23907,11.9092,0.0020,1.206
57941.23956,11.9021,0.0020,1.204
57941.24052,11.9064,0.0019,1.200
57941.24149,11.9141,0.0020,1.197
57941.24197,11.8929,0.0021,1.195
57941.24245,11.9035,0.0022,1.194
57941.24293,11.9066,0.0024,1.192
57941.24341,11.9136,0.0027,1.190
57941.24389,11.9094,0.0028,1.189
57941.24532,11.9015,0.0029,1.184
57941.24580,11.9077,0.0030,1.182
57941.24676,11.9140,0.0030,1.179
57941.24725,11.9075,0.0030,1.178
57941.24772,11.9129,0.0030,1.176
57941.24917,11.9042,0.0029,1.171
57941.24965,11.9163,0.0028,1.170
57941.25013,11.9040,0.0027,1.168
57941.25061,11.9097,0.0026,1.167
57941.25109,11.9160,0.0025,1.165
57941.25156,11.9178,0.0025,1.164
57941.25205,11.9110,0.0024,1.163
57941.25252,11.9048,0.0024,1.161
57941.25301,11.8997,0.0023,1.160
57941.25348,11.9091,0.0023,1.158
57941.25396,11.9082,0.0023,1.157
57941.25443,11.9025,0.0022,1.155
57941.25491,11.9086,0.0022,1.154
57941.25539,11.9095,0.0021,1.153
57941.25587,11.9096,0.0021,1.151
57941.25635,11.9035,0.0020,1.150
57941.25684,11.9096,0.0020,1.149
57941.25731,11.9133,0.0019,1.147
57941.25780,11.9022,0.0019,1.146
57941.25829,11.9041,0.0020,1.145
57941.25876,11.9083,0.0020,1.143
57941.25925,11.9144,0.0021,1.142
57941.25972,11.9093,0.0022,1.141
57941.26021,11.9066,0.0024,1.139
57941.26069,11.9102,0.0026,1.138
57941.26117,11.8986,0.0028,1.137
57941.26166,11.9081,0.0030,1.135
57941.26213,11.9127,0.0032,1.134
57941.26262,11.9005,0.0034,1.133
57941.26309,11.9077,0.0036,1.132
57941.26358,11.9025,0.0037,1.130
57941.26406,11.9098,0.0037,1.129
57941.26454,11.9064,0.0037,1.128
57941.26502,11.9096,0.0036,1.127
57941.26550,11.9089,0.0034,1.126
57941.26598,11.9127,0.0032,1.124
57941.26646,11.9095,0.0029,1.123
57941.26694,11.9100,0.0025,1.122
57941.26743,11.9063,0.0022,1.121
57941.26791,11.9116,0.0019,1.120
57941.26839,11.9224,0.0017,1.119
57941.26887,11.9081,0.0017,1.117
57941.26935,11.9119,0.0018,1.116
57941.26983,11.9028,0.0019,1.115
57941.27031,11.9074,0.0021,1.114
57941.27079,11.9012,0.0021,1.113
57941.27127,11.9063,0.0022,1.112
57941.27175,11.9098,0.0022,1.111
57941.27222,11.9073,0.0022,1.110
57941.27271,11.9016,0.0021,1.109
57941.27319,11.9123,0.0019,1.108
57941.27366,11.9025,0.0017,1.106
57941.27414,11.8987,0.0015,1.105
57941.27463,11.9129,0.0014,1.104
57941.27510,11.9090,0.0012,1.103
57941.27559,11.9063,0.0011,1.102
57941.27606,11.9096,0.0011,1.101
57941.27654,11.9009,0.0012,1.100
57941.27703,11.9163,0.0013,1.099
57941.27750,11.9014,0.0014,1.098
57941.27799,11.9058,0.0016,1.097
57941.27846,11.8948,0.0017,1.096
57941.27895,11.9062,0.0019,1.095
57941.27942,11.9140,0.0021,1.094
57941.27991,11.9050,0.0022,1.093
57941.28039,11.9112,0.0023,1.092
57941.28088,11.9109,0.0024,1.092
57941.28135,11.9125,0.0024,1.091
57941.28184,11.9098,0.0024,1.090
57941.28231,11.9009,0.0023,1.089
57941.28280,11.9106,0.0022,1.088
57941.28329,11.9107,0.0021,1.087
57941.28376,11.9000,0.0019,1.086
57941.28425,11.9086,0.0018,1.085
57941.28472,11.9118,0.0017,1.084
57941.28520,11.9015,0.0016,1.083
57941.28568,11.9141,0.0016,1.083
57941.28616,11.9094,0.0015,1.082
57941.28664,11.9066,0.0015,1.081
57941.28712,11.9131,0.0015,1.080
57941.28760,11.9019,0.0015,1.079
57941.28809,11.9044,0.0015,1.078
57941.28855,11.9108,0.0015,1.078
57941.28904,11.9060,0.0016,1.077
57941.28951,11.9137,0.0016,1.076
57941.29000,11.9048,0.0017,1.075
57941.29049,11.9004,0.0018,1.074
57941.29096,11.9022,0.0019,1.074
57941.29145,11.9126,0.0021,1.073
57941.29192,11.9070,0.0022,1.072
57941.29241,11.9032,0.0023,1.071
57941.29288,11.9062,0.0024,1.070
57941.29337,11.9201,0.0024,1.070
57941.29385,11.9049,0.0025,1.069
57941.29434,11.9098,0.0024,1.068
57941.29481,11.9151,0.0024,1.067
57941.29529,11.9053,0.0023,1.067
57941.29578,11.9086,0.0022,1.066
57941.29626,11.9064,0.0021,1.065
57941.29674,11.9137,0.0020,1.065
57941.29722,11.9171,0.0020,1.064
57941.29771,11.9065,0.0019,1.063
57941.29818,11.9045,0.0019,1.063
57941.29867,11.9059,0.0019,1.062
57941.29914,11.9061,0.0018,1.061
57941.29963,11.9055,0.0017,1.061
57941.30012,11.9095,0.0017,1.060
57941.30059,11.9081,0.0016,1.059
57941.30108,11.9012,0.0015,1.059
57941.30155,11.9051,0.0014,1.058
57941.30204,11.9049,0.0014,1.057
57941.30251,11.8985,0.0014,1.057
57941.30300,11.9081,0.0014,1.056
57941.30348,11.9123,0.0014,1.055
57941.30396,11.9015,0.0014,1.055
57941.30443,11.9100,0.0014,1.054
57941.30492,11.9031,0.0014,1.054
57941.30539,11.9163,0.0015,1.053
57941.30588,11.9062,0.0016,1.053
57941.30637,11.9163,0.0017,1.052
57941.30684,11.9166,0.0017,1.051
57941.30733,11.9066,0.0018,1.051
57941.30781,11.9148,0.0018,1.050
57941.30829,11.9076,0.0018,1.050
57941.30877,11.9093,0.0019,1.049
57941.30925,11.9054,0.0019,1.049
57941.30973,11.9054,0.0019,1.048
57941.31022,11.9185,0.0019,1.048
57941.31069,11.9107,0.0019,1.047
57941.31118,11.9051,0.0019,1.047
57941.31167,11.9076,0.0019,1.046
57941.31214,11.9086,0.0019,1.046
57941.31263,11.9052,0.0018,1.045
57941.31310,11.9064,0.0018,1.045
57941.31359,11.9041,0.0018,1.044
57941.31406,11.9074,0.0017,1.044
57941.31455,11.9126,0.0018,1.043
57941.31502,11.9080,0.0019,1.043
57941.31551,11.9068,0.0020,1.042
57941.31598,11.9071,0.0021,1.042
57941.31647,11.9123,0.0023,1.042
57941.31696,11.9140,0.0024,1.041
57941.31743,11.9125,0.0025,1.041
57941.31792,11.9070,0.0026,1.040
57941.31839,11.9057,0.0026,1.040
57941.31887,11.9040,0.0026,1.039
57941.31935,11.9059,0.0026,1.039
57941.31984,11.9091,0.0026,1.039
57941.32031,11.9120,0.0026,1.038
57941.32079,11.9093,0.0025,1.038
57941.32127,11.9106,0.0024,1.038
57941.32175,11.9073,0.0023,1.037
57941.32222,11.9046,0.0022,1.037
57941.32271,11.9064,0.0021,1.036
57941.32318,11.9047,0.0021,1.036
57941.32367,11.9068,0.0020,1.036
57941.32416,11.9147,0.0019,1.035
57941.32463,11.9106,0.0018,1.035
57941.32512,11.9085,0.0018,1.035
57941.32559,11.9082,0.0017,1.034
57941.32608,11.9025,0.0016,1.034
57941.32656,11.9146,0.0015,1.034
57941.32704,11.9098,0.0014,1.034
57941.32752,11.9046,0.0014,1.033
57941.32800,11.9117,0.0013,1.033
57941.32848,11.9113,0.0013,1.033
57941.32896,11.9058,0.0013,1.032
57941.32943,11.9106,0.0013,1.032
57941.32992,11.9057,0.0014,1.032
57941.33039,11.9043,0.0014,1.032
57941.33088,11.9117,0.0015,1.031
57941.33137,11.9101,0.0015,1.031
57941.33184,11.9039,0.0016,1.031
57941.33233,11.9080,0.0016,1.031
57941.33281,11.9064,0.0016,1.030
57941.33329,11.9101,0.0016,1.030
57941.33377,11.9128,0.0016,1.030
57941.33426,11.9081,0.0016,1.030
57941.33473,11.9103,0.0016,1.030
57941.33521,11.9119,0.0016,1.029
57941.33569,11.9100,0.0016,1.029
57941.33618,11.9028,0.0017,1.029
57941.33666,11.9061,0.0017,1.029
57941.33714,11.9096,0.0017,1.029
57941.33763,11.9092,0.0018,1.029
57941.33810,11.9057,0.0018,1.028
57941.33858,11.9097,0.0019,1.028
57941.33906,11.9087,0.0019,1.028
57941.33955,11.9145,0.0020,1.028
57941.34003,11.9090,0.0021,1.028
57941.34051,11.9085,0.0021,1.028
57941.34100,11.9105,0.0022,1.028
57941.34147,11.9120,0.0022,1.027
57941.34196,11.9142,0.0023,1.027
57941.34243,11.9102,0.0022,1.027
57941.34292,11.9059,0.0022,1.027
57941.34340,11.9115,0.0021,1.027
57941.34388,11.9152,0.0020,1.027
57941.34436,11.9031,0.0020,1.027
57941.34485,11.9069,0.0019,1.027
57941.34532,11.9097,0.0019,1.027
57941.34581,11.9064,0.0018,1.027
57941.34628,11.9065,0.0018,1.027
57941.34677,11.9095,0.0018,1.027
57941.34726,11.9094,0.0018,1.026
57941.34774,11.9073,0.0018,1.026
57941.34822,11.9154,0.0017,1.026
57941.34869,11.9103,0.0017,1.026
57941.34917,11.9082,0.0017,1.026
57941.34965,11.9100,0.0016,1.026
57941.35013,11.9149,0.0016,1.026
57941.35061,11.9032,0.0016,1.026
57941.35109,11.9176,0.0016,1.026
57941.35157,11.9107,0.0016,1.026
57941.35206,11.9135,0.0016,1.026
57941.35253,11.9047,0.0016,1.026
57941.35302,11.9027,0.0016,1.026
57941.35350,11.9085,0.0015,1.026
57941.35398,11.9097,0.0015,1.026
57941.35446,11.9063,0.0014,1.026
57941.35494,11.9136,0.0014,1.027
57941.35542,11.9072,0.0013,1.027
57941.35590,11.9047,0.0013,1.027
57941.35639,11.9003,0.0013,1.027
57941.35686,11.9076,0.0013,1.027
57941.35735,11.9070,0.0014,1.027
57941.35782,11.9058,0.0015,1.027
57941.35830,11.9094,0.0016,1.027
57941.35878,11.9072,0.0016,1.027
57941.35926,11.9125,0.0017,1.027
57941.35975,11.9021,0.0017,1.027
57941.36022,11.9102,0.0018,1.027
57941.36071,11.9115,0.0018,1.028
57941.36118,11.9046,0.0017,1.028
57941.36166,11.9130,0.0017,1.028
57941.36214,11.9189,0.0016,1.028
57941.36262,11.9101,0.0016,1.028
57941.36310,11.9143,0.0015,1.028
57941.36358,11.9014,0.0015,1.028
57941.36406,11.9033,0.0014,1.029
57941.36454,11.9089,0.0014,1.029
57941.36501,11.9055,0.0014,1.029
57941.36550,11.9111,0.0014,1.029
57941.36597,11.9064,0.0014,1.029
57941.36646,11.9049,0.0014,1.029
57941.36693,11.9097,0.0015,1.030
57941.36742,11.9057,0.0016,1.030
57941.36789,11.9180,0.0017,1.030
57941.36838,11.9124,0.0018,1.030
57941.36885,11.9104,0.0020,1.030
57941.36934,11.9101,0.0021,1.031
57941.36983,11.9086,0.0022,1.031
57941.37030,11.9083,0.0022,1.031
57941.37078,11.9148,0.0023,1.031
57941.37125,11.9060,0.0023,1.032
57941.37172,11.8986,0.0023,1.032
57941.37221,11.9079,0.0023,1.032
57941.37269,11.9147,0.0022,1.032
57941.37317,11.9021,0.0022,1.033
57941.37365,11.9105,0.0021,1.033
57941.37413,11.9123,0.0020,1.033
57941.37461,11.9048,0.0019,1.034
57941.37509,11.9101,0.0018,1.034
57941.37557,11.9019,0.0017,1.034
57941.37605,11.9113,0.0016,1.034
57941.37654,11.9038,0.0015,1.035
57941.37701,11.9055,0.0015,1.035
57941.37749,11.9091,0.0014,1.035
57941.37797,11.9119,0.0014,1.036
57941.37846,11.9046,0.0015,1.036
57941.37894,11.9067,0.0016,1.036
57941.37941,11.9145,0.0017,1.037
57941.37990,11.9095,0.0019,1.037
57941.38037,11.9034,0.0021,1.038
57941.38086,11.9124,0.0022,1.038
57941.38133,11.9048,0.0024,1.038
57941.38182,11.9108,0.0025,1.039
57941.38229,11.9090,0.0026,1.039
57941.38278,11.9051,0.0026,1.039
57941.38325,11.9035,0.0026,1.040
57941.38374,11.9080,0.0025,1.040
57941.38421,11.9104,0.0024,1.041
57941.38470,11.9079,0.0023,1.041
57941.38517,11.9037,0.0022,1.041
57941.38566,11.9099,0.0021,1.042
57941.38613,11.9137,0.0019,1.042
57941.38662,11.9104,0.0018,1.043
