MJD,V-mag,SE,air mass
57887.31562,11.9026,0.0028,1.629
57887.31611,11.9047,0.0027,1.625
57887.31660,11.8989,0.0026,1.620
57887.31707,11.9099,0.0026,1.616
57887.31756,11.9104,0.0025,1.612
57887.31804,11.9041,0.0025,1.607
57887.31852,11.8965,0.0025,1.603
57887.31899,11.8947,0.0025,1.599
57887.31948,11.8908,0.0025,1.595
57887.31997,11.9146,0.0026,1.590
57887.32044,11.9127,0.0027,1.586
57887.32091,11.9122,0.0028,1.582
57887.32140,11.9030,0.0029,1.578
57887.32187,11.9071,0.0029,1.574
57887.32235,11.9139,0.0030,1.570
57887.32284,11.8967,0.0031,1.566
57887.32331,11.9018,0.0031,1.562
57887.32378,11.9068,0.0031,1.558
57887.32427,11.8947,0.0032,1.554
57887.32475,11.8922,0.0032,1.550
57887.32523,11.9079,0.0031,1.546
57887.32571,11.9085,0.0030,1.542
57887.32618,11.9048,0.0030,1.538
57887.32666,11.9076,0.0029,1.534
57887.32714,11.9186,0.0027,1.531
57887.32762,11.9089,0.0027,1.527
57887.32810,11.9042,0.0026,1.523
57887.32858,11.9024,0.0025,1.519
57887.32906,11.9074,0.0024,1.516
57887.32954,11.9080,0.0024,1.512
57887.33002,11.9008,0.0024,1.508
57887.33050,11.9085,0.0024,1.505
57887.33097,11.9116,0.0024,1.501
57887.33146,11.9034,0.0024,1.497
57887.33194,11.9018,0.0025,1.494
57887.33242,11.8941,0.0026,1.490
57887.33289,11.8935,0.0027,1.487
57887.33338,11.9046,0.0028,1.483
57887.33387,11.9169,0.0029,1.480
57887.33434,11.9114,0.0029,1.476
57887.33483,11.9077,0.0029,1.473
57887.33530,11.9153,0.0029,1.469
57887.33578,11.9105,0.0029,1.466
57887.33626,11.9175,0.0028,1.463
57887.33674,11.9174,0.0027,1.459
57887.33722,11.8986,0.0026,1.456
57887.33771,11.9052,0.0026,1.453
57887.33818,11.8897,0.0025,1.449
57887.33867,11.9025,0.0024,1.446
57887.33914,11.9011,0.0024,1.443
57887.33963,11.8944,0.0024,1.440
57887.34010,11.8958,0.0024,1.436
57887.34059,11.9016,0.0024,1.433
57887.34106,11.9053,0.0023,1.430
57887.34154,11.8962,0.0023,1.427
57887.34203,11.9112,0.0022,1.424
57887.34251,11.9037,0.0022,1.421
57887.34299,11.9132,0.0021,1.418
57887.34346,11.9119,0.0021,1.415
57887.34394,11.9217,0.0021,1.412
57887.34441,11.8984,0.0022,1.409
57887.34490,11.8945,0.0024,1.406
57887.34537,11.9113,0.0025,1.403
57887.34586,11.9068,0.0026,1.400
57887.34632,11.9050,0.0028,1.397
57887.34681,11.9041,0.0028,1.394
57887.34729,11.9115,0.0029,1.391
57887.34777,11.9007,0.0029,1.388
57887.34825,11.9098,0.0030,1.385
57887.34873,11.9065,0.0029,1.382
57887.34921,11.9142,0.0029,1.379
57887.34969,11.9034,0.0029,1.377
57887.35017,11.8991,0.0028,1.374
57887.35065,11.9012,0.0028,1.371
57887.35113,11.8982,0.0027,1.368
57887.35161,11.9054,0.0027,1.365
57887.35209,11.9017,0.0027,1.363
57887.35257,11.9090,0.0027,1.360
57887.35306,11.9130,0.0026,1.357
57887.35354,11.9026,0.0026,1.355
57887.35402,11.9100,0.0025,1.352
57887.35450,11.9087,0.0023,1.349
57887.35497,11.8985,0.0022,1.347
57887.35545,11.9107,0.0021,1.344
57887.35593,11.9098,0.0019,1.342
57887.35641,11.9007,0.0018,1.339
57887.35689,11.9062,0.0016,1.336
57887.35736,11.8996,0.0015,1.334
57887.35784,11.8921,0.0014,1.331
57887.35831,11.9047,0.0014,1.329
57887.35880,11.9049,0.0014,1.326
57887.35928,11.8966,0.0014,1.324
57887.35977,11.9053,0.0014,1.321
57887.36024,11.9178,0.0014,1.319
57887.36072,11.8992,0.0015,1.316
57887.36120,11.9095,0.0016,1.314
57887.36169,11.9110,0.0018,1.312
57887.36265,11.8991,0.0019,1.307
57887.36314,11.9042,0.0020,1.304
57887.36361,11.9105,0.0021,1.302
57887.36410,11.9102,0.0022,1.300
57887.36457,11.9104,0.0022,1.297
57887.36506,11.9038,0.0023,1.295
57887.36552,11.9040,0.0022,1.293
57887.36600,11.9079,0.0022,1.291
57887.36648,11.9022,0.0022,1.288
57887.36696,11.9113,0.0022,1.286
57887.36744,11.9081,0.0021,1.284
57887.36792,11.9047,0.0021,1.282
57887.36839,11.9001,0.0020,1.279
57887.36888,11.9066,0.0020,1.277
57887.36935,11.9070,0.0019,1.275
57887.36984,11.8992,0.0019,1.273
57887.37032,11.9065,0.0019,1.271
57887.37080,11.9084,0.0018,1.269
57887.37127,11.9110,0.0018,1.266
57887.37174,11.9048,0.0018,1.264
57887.37222,11.9076,0.0017,1.262
57887.37270,11.9093,0.0017,1.260
57887.37318,11.9034,0.0017,1.258
57887.37366,11.9004,0.0017,1.256
57887.37412,11.8986,0.0017,1.254
57887.37459,11.9100,0.0017,1.252
57887.37508,11.8937,0.0016,1.250
57887.37557,11.9041,0.0016,1.248
57887.37604,11.9073,0.0016,1.246
57887.37653,11.9042,0.0015,1.244
57887.37701,11.9064,0.0015,1.242
57887.37750,11.9215,0.0014,1.240
57887.37799,11.8955,0.0014,1.238
57887.37847,11.9000,0.0014,1.236
57887.37895,11.9055,0.0014,1.234
57887.37943,11.9096,0.0014,1.232
57887.37991,11.8995,0.0014,1.230
57887.38039,11.9271,0.0014,1.229
57887.38088,11.9051,0.0014,1.227
57887.38135,11.9016,0.0015,1.225
57887.38184,11.9086,0.0015,1.223
57887.38231,11.9126,0.0016,1.221
57887.38279,11.9111,0.0017,1.219
57887.38328,11.9022,0.0017,1.217
57887.38376,11.9031,0.0018,1.216
57887.38424,11.9102,0.0019,1.214
57887.38471,11.9039,0.0020,1.212
57887.38520,11.9151,0.0021,1.210
57887.38568,11.9036,0.0021,1.209
57887.38616,11.9131,0.0021,1.207
57887.38664,11.8990,0.0021,1.205
57887.38713,11.9093,0.0021,1.203
57887.38760,11.9114,0.0020,1.202
57887.38809,11.9007,0.0020,1.200
57887.38858,11.9080,0.0019,1.198
57887.38905,11.8999,0.0019,1.197
57887.38954,11.9065,0.0019,1.195
57887.39001,11.8973,0.0018,1.193
57887.39050,11.9055,0.0018,1.192
57887.39097,11.9049,0.0018,1.190
57887.39146,11.9035,0.0017,1.188
57887.39193,11.9001,0.0016,1.187
57887.39242,11.9048,0.0016,1.185
57887.39289,11.9026,0.0015,1.183
57887.39338,11.9043,0.0014,1.182
57887.39387,11.9149,0.0013,1.180
57887.39434,11.9140,0.0012,1.179
57887.39483,11.9084,0.0012,1.177
57887.39531,11.9017,0.0012,1.176
57887.39579,11.9158,0.0013,1.174
57887.39626,11.9040,0.0013,1.173
57887.39675,11.9003,0.0014,1.171
57887.39771,11.9037,0.0015,1.168
57887.39819,11.9034,0.0016,1.167
57887.39867,11.9130,0.0017,1.165
57887.39916,11.9065,0.0017,1.164
57887.39963,11.9104,0.0017,1.162
57887.40012,11.9100,0.0017,1.161
57887.40058,11.9040,0.0016,1.159
57887.40105,11.9048,0.0016,1.158
57887.40154,11.9030,0.0015,1.156
57887.40201,11.9071,0.0015,1.155
57887.40250,11.8959,0.0014,1.154
57887.40299,11.8998,0.0014,1.152
57887.40347,11.8977,0.0014,1.151
57887.40395,11.9151,0.0014,1.150
57887.40443,11.9051,0.0014,1.148
57887.40492,11.9105,0.0015,1.147
57887.40539,11.9065,0.0015,1.145
57887.40588,11.9079,0.0016,1.144
57887.40683,11.9048,0.0016,1.142
57887.40730,11.8926,0.0016,1.140
57887.40779,11.9068,0.0016,1.139
57887.40826,11.9077,0.0017,1.138
57887.40875,11.9066,0.0017,1.136
57887.40924,11.9107,0.0018,1.135
57887.40972,11.9126,0.0018,1.134
57887.41021,11.9058,0.0019,1.133
57887.41069,11.9081,0.0020,1.131
57887.41117,11.8971,0.0021,1.130
57887.41166,11.9013,0.0021,1.129
57887.41214,11.9093,0.0022,1.128
57887.41263,11.9152,0.0022,1.126
57887.41359,11.9033,0.0021,1.124
57887.41406,11.9107,0.0021,1.123
57887.41455,11.9030,0.0020,1.122
57887.41502,11.9028,0.0018,1.120
57887.41551,11.9065,0.0017,1.119
57887.41598,11.8990,0.0016,1.118
57887.41647,11.9110,0.0016,1.117
57887.41694,11.8986,0.0016,1.116
57887.41743,11.8920,0.0017,1.115
57887.41791,11.9041,0.0018,1.114
57887.41838,11.9021,0.0019,1.113
57887.41887,11.9054,0.0020,1.111
57887.41934,11.9120,0.0021,1.110
57887.41983,11.9008,0.0021,1.109
57887.42030,11.9064,0.0021,1.108
57887.42079,11.9051,0.0021,1.107
57887.42127,11.9081,0.0021,1.106
57887.42175,11.9062,0.0021,1.105
57887.42223,11.9066,0.0020,1.104
57887.42271,11.8953,0.0020,1.103
57887.42319,11.9110,0.0020,1.102
57887.42367,11.9135,0.0021,1.101
57887.42416,11.9057,0.0022,1.100
57887.42464,11.9102,0.0023,1.099
57887.42512,11.9090,0.0024,1.098
57887.42560,11.9091,0.0025,1.097
57887.42609,11.9097,0.0026,1.096
57887.42656,11.9086,0.0027,1.095
57887.42704,11.9042,0.0028,1.094
57887.42752,11.9048,0.0028,1.093
57887.42801,11.9085,0.0029,1.092
57887.42848,11.9073,0.0029,1.091
57887.42897,11.9024,0.0030,1.090
57887.42944,11.8987,0.0030,1.089
57887.42993,11.9072,0.0030,1.088
57887.43041,11.8977,0.0029,1.088
57887.43089,11.9077,0.0029,1.087
57887.43138,11.9084,0.0029,1.086
57887.43185,11.9164,0.0029,1.085
57887.43234,11.9128,0.0028,1.084
57887.43282,11.9043,0.0027,1.083
57887.43330,11.9121,0.0026,1.082
57887.43378,11.9010,0.0025,1.081
57887.43427,11.9071,0.0024,1.080
57887.43475,11.9003,0.0023,1.080
57887.43715,11.9033,0.0022,1.076
57887.43764,11.8993,0.0022,1.075
57887.43811,11.8938,0.0021,1.074
57887.43860,11.9039,0.0020,1.073
57887.43907,11.9085,0.0019,1.072
57887.43956,11.8994,0.0019,1.072
57887.44002,11.9043,0.0019,1.071
57887.44051,11.9089,0.0018,1.070
57887.44147,11.9095,0.0018,1.069
57887.44196,11.9102,0.0018,1.068
57887.44243,11.9016,0.0018,1.067
57887.44292,11.9077,0.0018,1.066
57887.44339,11.9082,0.0017,1.066
57887.44387,11.8995,0.0017,1.065
57887.44435,11.9087,0.0017,1.064
57887.44484,11.9102,0.0016,1.064
57887.44532,11.9082,0.0016,1.063
57887.44580,11.9038,0.0015,1.062
57887.44628,11.9059,0.0015,1.062
57887.44677,11.8989,0.0015,1.061
57887.44725,11.8980,0.0014,1.060
57887.44773,11.8990,0.0014,1.060
57887.44821,11.9035,0.0014,1.059
57887.44917,11.9052,0.0014,1.058
57887.44965,11.9053,0.0014,1.057
57887.45014,11.9053,0.0014,1.056
57887.45061,11.9063,0.0014,1.056
57887.45110,11.9060,0.0014,1.055
57887.45157,11.9105,0.0014,1.055
57887.45206,11.8978,0.0014,1.054
57887.45255,11.9056,0.0013,1.053
57887.45302,11.9029,0.0013,1.053
57887.45351,11.9050,0.0013,1.052
57887.45398,11.9091,0.0013,1.052
57887.45446,11.9049,0.0013,1.051
57887.45494,11.9041,0.0013,1.051
57887.45543,11.9089,0.0014,1.050
57887.45591,11.9132,0.0015,1.050
57887.45639,11.9030,0.0017,1.049
57887.45688,11.9086,0.0018,1.048
57887.45736,11.8945,0.0020,1.048
57887.45784,11.9003,0.0022,1.047
57887.45832,11.9017,0.0023,1.047
57887.45881,11.9052,0.0024,1.046
57887.45928,11.9089,0.0025,1.046
57887.45977,11.9001,0.0025,1.045
57887.46024,11.8963,0.0026,1.045
57887.46073,11.8904,0.0025,1.045
57887.46120,11.9163,0.0025,1.044
57887.46169,11.9061,0.0025,1.044
57887.46216,11.8993,0.0024,1.043
57887.46265,11.9091,0.0023,1.043
57887.46314,11.8950,0.0022,1.042
57887.46362,11.9006,0.0022,1.042
57887.46411,11.9033,0.0021,1.041
57887.46458,11.9060,0.0020,1.041
57887.46507,11.9014,0.0020,1.041
57887.46556,11.9007,0.0019,1.040
57887.46603,11.9062,0.0019,1.040
57887.46652,11.9014,0.0020,1.039
57887.46700,11.8886,0.0020,1.039
57887.46749,11.8990,0.0021,1.039
57887.46796,11.9001,0.0021,1.038
57887.46845,11.9074,0.0022,1.038
57887.46894,11.9064,0.0022,1.037
57887.46941,11.9123,0.0022,1.037
57887.46990,11.8997,0.0022,1.037
57887.47038,11.9040,0.0021,1.036
57887.47086,11.9089,0.0021,1.036
57887.47134,11.9015,0.0020,1.036
57887.47182,11.8988,0.0019,1.035
57887.47230,11.9168,0.0019,1.035
57887.47279,11.9103,0.0020,1.035
57887.47326,11.8996,0.0021,1.034
57887.47375,11.9026,0.0022,1.034
57887.47422,11.9100,0.0024,1.034
57887.47470,11.8988,0.0026,1.033
57887.47519,11.8989,0.0028,1.033
57887.47567,11.9107,0.0029,1.033
57887.47615,11.9145,0.0031,1.033
57887.47663,11.8995,0.0031,1.032
57887.47712,11.9056,0.0031,1.032
57887.47760,11.9164,0.0069,1.032
57892.21266,11.9121,0.0105,3.586
57892.21316,11.9466,0.0107,3.562
57892.21366,11.9015,0.0106,3.538
57892.21417,11.9124,0.0103,3.514
57892.21468,11.9211,0.0098,3.490
57892.21517,11.9418,0.0093,3.468
57892.21567,11.9177,0.0086,3.445
57892.21618,11.9328,0.0080,3.422
57892.21668,11.9418,0.0071,3.400
57892.21769,11.9342,0.0059,3.356
57892.21819,11.9236,0.0057,3.334
57892.21869,11.9367,0.0057,3.313
57892.21919,11.9072,0.0060,3.293
57892.21970,11.9110,0.0064,3.272
57892.22020,11.9235,0.0067,3.252
57892.22066,11.9465,0.0069,3.233
57892.22117,11.9344,0.0071,3.213
57892.22167,11.9123,0.0072,3.193
57892.22218,11.9145,0.0072,3.174
57892.22267,11.9322,0.0071,3.155
57892.22315,11.9240,0.0070,3.137
57892.22365,11.9248,0.0068,3.118
57892.22416,11.9106,0.0066,3.099
57892.22465,11.9300,0.0065,3.081
57892.22515,11.8989,0.0064,3.063
57892.22566,11.9124,0.0064,3.045
57892.22617,11.9289,0.0063,3.027
57892.22667,11.9410,0.0063,3.009
57892.22718,11.9396,0.0062,2.992
57892.22767,11.9197,0.0060,2.975
57892.22818,11.9065,0.0058,2.958
57892.22869,11.8988,0.0056,2.941
57892.22916,11.9154,0.0054,2.925
57892.22966,11.9398,0.0053,2.909
57892.23016,11.9149,0.0051,2.893
57892.23309,11.9267,0.0048,2.802
57892.23359,11.9257,0.0047,2.787
57892.23410,11.9300,0.0045,2.772
57892.23461,11.9178,0.0044,2.757
57892.23561,11.9124,0.0042,2.728
57892.23957,11.9354,0.0041,2.619
57892.24008,11.9221,0.0041,2.606
57892.24058,11.9310,0.0040,2.593
57892.24109,11.9266,0.0039,2.580
57892.24159,11.9248,0.0039,2.567
57892.24208,11.9269,0.0039,2.555
57892.24258,11.9230,0.0039,2.542
57892.24409,11.9400,0.0039,2.506
57892.24458,11.9019,0.0038,2.494
57892.24509,11.9101,0.0038,2.482
57892.24559,11.9181,0.0037,2.470
57892.24610,11.9347,0.0036,2.458
57892.24660,11.9245,0.0034,2.447
57892.24856,11.9054,0.0033,2.403
57892.24906,11.9378,0.0031,2.392
57892.25053,11.9352,0.0029,2.360
57892.25154,11.9147,0.0028,2.339
57892.25205,11.9316,0.0027,2.328
57892.25255,11.9177,0.0026,2.318
57892.25306,11.9209,0.0026,2.308
57892.25355,11.9220,0.0026,2.297
57892.25405,11.9190,0.0027,2.287
57892.25456,11.9299,0.0028,2.277
57892.25507,11.9396,0.0029,2.267
57892.25557,11.9311,0.0029,2.258
57892.25606,11.9160,0.0030,2.248
57892.25657,11.9166,0.0030,2.238
57892.25708,11.9442,0.0029,2.229
57892.25758,11.9366,0.0028,2.219
57892.25809,11.9331,0.0027,2.210
57892.25860,11.9276,0.0026,2.200
57892.25910,11.9387,0.0026,2.191
57892.25959,11.9302,0.0026,2.182
57892.26010,11.9321,0.0028,2.173
57892.26060,11.9305,0.0029,2.164
57892.26110,11.9233,0.0031,2.155
57892.26161,11.9353,0.0033,2.147
57892.26212,11.9083,0.0034,2.138
57892.26262,11.9176,0.0036,2.129
57892.26311,11.9227,0.0037,2.121
57892.26362,11.9301,0.0038,2.112
57892.26413,11.9209,0.0038,2.104
57892.26464,11.9234,0.0038,2.095
57892.26514,11.9254,0.0038,2.087
57892.26564,11.9408,0.0037,2.079
57892.26615,11.9328,0.0036,2.070
57892.26664,11.9341,0.0035,2.062
57892.26715,11.9218,0.0034,2.054
57892.26766,11.9241,0.0032,2.046
57892.26816,11.9206,0.0031,2.038
57892.26866,11.9354,0.0029,2.031
57892.26916,11.9165,0.0028,2.023
57892.26966,11.9225,0.0027,2.015
57892.27016,11.9344,0.0026,2.008
57892.27066,11.9238,0.0025,2.000
57892.27117,11.9373,0.0025,1.993
57892.27167,11.9202,0.0024,1.985
57892.27218,11.9269,0.0025,1.978
57892.27267,11.9203,0.0025,1.971
57892.27318,11.9348,0.0026,1.963
57892.27368,11.9332,0.0026,1.956
57892.27418,11.9242,0.0027,1.949
57892.27469,11.9188,0.0027,1.942
57892.27520,11.9283,0.0027,1.935
57892.27566,11.9181,0.0027,1.928
57892.27616,11.9195,0.0027,1.922
57892.27667,11.9199,0.0028,1.915
57892.27718,11.9386,0.0032,1.908
57892.27767,11.9403,0.0038,1.901
57892.27818,11.9309,0.0047,1.894
57892.27868,11.9259,0.0056,1.888
57892.27919,11.9344,0.0066,1.881
57892.27969,11.9271,0.0074,1.875
57892.28019,11.9035,0.0080,1.868
57892.28069,11.9238,0.0084,1.862
57892.28117,11.9095,0.0087,1.856
57892.28317,11.9383,0.0080,1.831
57892.28367,11.9256,0.0072,1.824
57892.28519,11.9345,0.0048,1.806
57892.28568,11.9194,0.0043,1.800
57892.28619,11.9362,0.0040,1.794
57892.28819,11.9087,0.0038,1.771
57892.28869,11.9232,0.0037,1.766
57892.28920,11.9211,0.0036,1.760
57892.28971,11.9298,0.0035,1.754
57892.29021,11.9269,0.0034,1.749
57892.29072,11.9359,0.0033,1.743
57892.29122,11.9163,0.0032,1.738
57892.29172,11.9255,0.0030,1.732
57892.29222,11.9318,0.0029,1.727
57892.29272,11.9166,0.0028,1.721
57892.29322,11.9293,0.0027,1.716
57892.29421,11.9219,0.0026,1.706
57892.29472,11.9270,0.0025,1.700
57892.29523,11.9244,0.0023,1.695
57892.29574,11.9275,0.0022,1.690
57892.29624,11.9350,0.0021,1.685
57892.29675,11.9311,0.0020,1.680
57892.29725,11.9192,0.0019,1.675
57892.29775,11.9236,0.0019,1.670
57892.29825,11.9229,0.0019,1.665
57892.29875,11.9249,0.0019,1.660
57892.29925,11.9253,0.0020,1.655
57892.29976,11.9227,0.0020,1.650
57892.30025,11.9185,0.0021,1.646
57892.30076,11.9216,0.0021,1.641
57892.30126,11.9230,0.0022,1.636
57892.30176,11.9261,0.0022,1.631
57892.30227,11.9265,0.0023,1.627
57892.30278,11.9233,0.0024,1.622
57892.30328,11.9168,0.0026,1.617
57892.30378,11.9312,0.0029,1.613
57892.30428,11.9217,0.0032,1.608
57892.30529,11.9326,0.0040,1.599
57892.30579,11.9277,0.0043,1.595
57892.30729,11.9249,0.0048,1.582
57892.30831,11.9290,0.0047,1.573
57892.30881,11.9257,0.0046,1.569
57892.30932,11.9176,0.0044,1.565
57892.30981,11.9202,0.0041,1.560
57892.31182,11.9326,0.0035,1.544
57892.31378,11.9119,0.0034,1.528
57892.31429,11.9131,0.0035,1.524
57892.31530,11.9152,0.0042,1.516
57892.32227,11.9233,0.0066,1.465
57892.32378,11.9357,0.0056,1.454
57892.32428,11.9241,0.0051,1.451
57892.32478,11.9244,0.0045,1.448
57892.32529,11.9220,0.0038,1.444
57892.32580,11.9390,0.0032,1.441
57892.32630,11.9267,0.0027,1.437
57892.32681,11.9278,0.0023,1.434
57892.32730,11.9261,0.0020,1.431
57892.32781,11.9309,0.0018,1.427
57892.32832,11.9214,0.0017,1.424
57892.32882,11.9334,0.0016,1.421
57892.32932,11.9256,0.0015,1.418
57892.32983,11.9264,0.0014,1.414
57892.33032,11.9219,0.0014,1.411
57892.33083,11.9176,0.0014,1.408
57892.33134,11.9210,0.0015,1.405
57892.33184,11.9303,0.0015,1.402
57892.33234,11.9240,0.0016,1.399
57892.33285,11.9248,0.0016,1.396
57892.33334,11.9214,0.0017,1.393
57892.33385,11.9191,0.0018,1.390
57892.33436,11.9238,0.0018,1.386
57892.33486,11.9259,0.0019,1.384
57892.33537,11.9278,0.0019,1.381
57892.33587,11.9308,0.0020,1.378
57892.33638,11.9282,0.0020,1.375
57892.33688,11.9275,0.0020,1.372
57892.33738,11.9338,0.0020,1.369
57892.33788,11.9229,0.0019,1.366
57892.33838,11.9323,0.0019,1.363
57892.33889,11.9293,0.0019,1.360
57892.33939,11.9249,0.0019,1.357
57892.33988,11.9311,0.0019,1.355
57892.34039,11.9302,0.0019,1.352
57892.34089,11.9265,0.0019,1.349
57892.34140,11.9158,0.0019,1.346
57892.34190,11.9352,0.0019,1.344
57892.34241,11.9179,0.0020,1.341
57892.34291,11.9231,0.0020,1.338
57892.34341,11.9285,0.0020,1.335
57892.34391,11.9305,0.0020,1.333
57892.34442,11.9297,0.0019,1.330
57892.34492,11.9176,0.0019,1.327
57892.34543,11.9208,0.0018,1.325
57892.34593,11.9287,0.0018,1.322
57892.34644,11.9240,0.0017,1.320
57892.34693,11.9250,0.0016,1.317
57892.34744,11.9224,0.0015,1.315
57892.34794,11.9284,0.0014,1.312
57892.34844,11.9320,0.0014,1.310
57892.34895,11.9257,0.0013,1.307
57892.34944,11.9240,0.0013,1.305
57892.34994,11.9274,0.0013,1.302
57892.35044,11.9261,0.0013,1.300
57892.35095,11.9297,0.0013,1.297
57892.35145,11.9240,0.0013,1.295
57892.35196,11.9239,0.0013,1.292
57892.35245,11.9257,0.0014,1.290
57892.35296,11.9159,0.0015,1.288
57892.35347,11.9278,0.0017,1.285
57892.35397,11.9279,0.0018,1.283
57892.35447,11.9201,0.0020,1.281
57892.35498,11.9228,0.0021,1.278
57892.35547,11.9258,0.0022,1.276
57892.35597,11.9212,0.0022,1.274
57892.35648,11.9247,0.0023,1.272
57892.35698,11.9340,0.0023,1.269
57892.35748,11.9236,0.0023,1.267
57892.35799,11.9281,0.0023,1.265
57892.35850,11.9201,0.0022,1.263
57892.35899,11.9235,0.0022,1.260
57892.35950,11.9310,0.0021,1.258
57892.36000,11.9318,0.0020,1.256
57892.36050,11.9343,0.0019,1.254
57892.36101,11.9223,0.0018,1.252
57892.36152,11.9176,0.0017,1.250
57892.36201,11.9276,0.0017,1.248
57892.36252,11.9218,0.0016,1.246
57892.36302,11.9239,0.0015,1.243
57892.36352,11.9314,0.0015,1.241
57892.36402,11.9273,0.0015,1.239
57892.36453,11.9237,0.0015,1.237
57892.36502,11.9290,0.0016,1.235
57892.36553,11.9200,0.0016,1.233
57892.36603,11.9228,0.0016,1.231
57892.36654,11.9154,0.0016,1.229
57892.36704,11.9263,0.0016,1.227
57892.36753,11.9233,0.0017,1.225
57892.36804,11.9198,0.0017,1.223
57892.36854,11.9279,0.0017,1.222
57892.36905,11.9160,0.0017,1.220
57892.36955,11.9265,0.0018,1.218
57892.37006,11.9229,0.0018,1.216
57892.37056,11.9286,0.0018,1.214
57892.37105,11.9186,0.0018,1.212
57892.37156,11.9232,0.0018,1.210
57892.37206,11.9202,0.0018,1.208
57892.37257,11.9226,0.0018,1.207
57892.37303,11.9224,0.0017,1.205
57892.37354,11.9245,0.0016,1.203
57892.37400,11.9218,0.0015,1.201
57892.37451,11.9286,0.0015,1.200
57892.37502,11.9263,0.0014,1.198
57892.37552,11.9334,0.0014,1.196
57892.37603,11.9214,0.0014,1.194
57892.37653,11.9268,0.0014,1.193
57892.37703,11.9258,0.0014,1.191
57892.37753,11.9222,0.0015,1.189
57892.37803,11.9263,0.0015,1.187
57892.37853,11.9236,0.0015,1.186
57892.37904,11.9166,0.0016,1.184
57892.37954,11.9248,0.0016,1.182
57892.38005,11.9196,0.0016,1.181
57892.38056,11.9234,0.0016,1.179
57892.38105,11.9148,0.0017,1.178
57892.38155,11.9202,0.0017,1.176
57892.38206,11.9323,0.0017,1.174
57892.38256,11.9159,0.0017,1.173
57892.38307,11.9146,0.0017,1.171
57892.38356,11.9221,0.0017,1.170
57892.38406,11.9177,0.0017,1.168
57892.38457,11.9184,0.0018,1.166
57892.38507,11.9213,0.0017,1.165
57892.38557,11.9317,0.0017,1.163
57892.38608,11.9283,0.0017,1.162
57892.38657,11.9240,0.0017,1.160
57892.38708,11.9273,0.0016,1.159
57892.38758,11.9296,0.0016,1.157
57892.38809,11.9272,0.0016,1.156
57892.38859,11.9235,0.0015,1.154
57892.38910,11.9181,0.0015,1.153
57892.38959,11.9246,0.0015,1.152
57892.39010,11.9232,0.0015,1.150
57892.39060,11.9306,0.0016,1.149
57892.39111,11.9205,0.0017,1.147
57892.39161,11.9273,0.0018,1.146
57892.39212,11.9201,0.0019,1.144
57892.39262,11.9226,0.0020,1.143
57892.39312,11.9182,0.0021,1.142
57892.39362,11.9194,0.0021,1.140
57892.39413,11.9240,0.0022,1.139
57892.39463,11.9275,0.0022,1.138
57892.39514,11.9198,0.0021,1.136
57892.39564,11.9292,0.0021,1.135
57892.39615,11.9160,0.0020,1.134
57892.39664,11.9240,0.0020,1.132
57892.39715,11.9309,0.0019,1.131
57892.39765,11.9235,0.0018,1.130
57892.39816,11.9155,0.0017,1.128
57892.39866,11.9256,0.0016,1.127
57892.39917,11.9194,0.0015,1.126
57892.39968,11.9299,0.0015,1.125
57892.40017,11.9265,0.0014,1.123
57892.40067,11.9171,0.0013,1.122
57892.40118,11.9249,0.0012,1.121
57892.40168,11.9261,0.0012,1.120
57892.40219,11.9228,0.0012,1.119
57892.40270,11.9230,0.0012,1.117
57892.40319,11.9246,0.0013,1.116
57892.40369,11.9331,0.0013,1.115
57892.40419,11.9219,0.0014,1.114
57892.40470,11.9228,0.0014,1.113
57892.40520,11.9253,0.0015,1.112
57892.40569,11.9271,0.0015,1.110
57892.40620,11.9275,0.0016,1.109
57892.40670,11.9285,0.0016,1.108
57892.40720,11.9213,0.0016,1.107
57892.40771,11.9168,0.0016,1.106
57892.40821,11.9229,0.0015,1.105
57892.40872,11.9204,0.0015,1.104
57892.40921,11.9227,0.0015,1.103
57892.40971,11.9192,0.0015,1.102
57892.41022,11.9222,0.0015,1.101
57892.41072,11.9258,0.0015,1.099
57892.41123,11.9247,0.0015,1.098
57892.41174,11.9296,0.0016,1.097
57892.41223,11.9293,0.0017,1.096
